word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,ham,1,lettuce,",",",",soft_pause,0,none,0.030000,0.030000,0.030000,0.030000,0,0
1,lettuce,2,tomato,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,tomato,3,and,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,and,4,mayo,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,mayo,5,on,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,on,6,bread,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,bread,7,want,.,.,region_break,1,hard_punctuation_with_lull,0.580000,0.580000,0.580000,0.580000,0,1
7,want,8,me,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,me,9,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,to,10,make,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,make,11,one,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,one,12,for,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,for,13,you,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
