word_index,word,start,end,speech_region_index,sentence_index
0,she,0.610000,0.790000,0,-1
1,described,0.790000,1.310000,0,-1
2,the,1.310000,1.400000,0,-1
3,room,1.400000,1.720000,0,-1
4,as,1.720000,1.870000,0,-1
5,bright,1.870000,2.460000,0,-1
6,quiet,2.610000,3.250000,1,-1
7,spacious,3.280000,4.110000,1,-1
8,comfortable,4.110000,4.790000,1,-1
9,clean,4.820000,5.350000,1,-1
10,modern,5.580000,6.110000,2,-1
11,and,6.110000,6.370000,2,-1
12,surprisingly,6.370000,7.080000,2,-1
13,warm,7.080000,7.590000,2,-1
