word_index,word,start,end,speech_region_index,sentence_index
0,she,0.480000,0.670000,0,-1
1,described,0.670000,1.120000,0,-1
2,the,1.120000,1.210000,0,-1
3,room,1.210000,1.520000,0,-1
4,as,1.520000,1.760000,0,-1
5,bright,1.760000,2.210000,0,-1
6,quiet,2.630000,3.130000,1,-1
7,spacious,3.460000,4.190000,2,-1
8,comfortable,4.600000,5.270000,3,-1
9,clean,5.600000,6.250000,4,-1
10,modern,6.500000,7.090000,5,-1
11,and,7.130000,7.300000,5,-1
12,surprisingly,7.300000,7.930000,5,-1
13,warm,7.930000,8.350000,5,-1
