ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,14_ChJjSh,shanghai,0,0,0.0318413,0.418038,0.38,0.456077,0.773733,0.0580385,0.09,1.19463
1,1,07_Aa,shanghai,0,0,0.08292,0.479058,0.43468,0.523437,0.86,0.0790585,0.09,1.19463
2,2,05_Ay,shanghai,0,0,0.153899,0.563852,0.481436,0.646269,0.84,0.0838525,0.09,1.19463
3,3,05_Ay,shanghai,0,0,0.217582,0.639929,0.592381,0.687477,0.84,0.0799294,0.09,1.19463
4,4,07_Aa,has,1,0,0.340214,0.786429,0.758929,0.813929,0.86,0.0664287,0.09,1.19463
5,5,24_Tongue_Th,the,2,0,0.413793,0.874328,0.846828,0.901828,0.42,0.0743283,0.09,1.19463
6,6,06_Eh,the,2,0,0.474464,0.946807,0.919049,0.974565,0.74,0.0668069,0.09,1.19463
7,7,07_Aa,tallest,3,0,0.574229,1.06599,1.02641,1.10557,0.86,0.065989,0.09,1.19463
8,8,07_Aa,tallest,3,0,0.660778,1.16938,1.09588,1.24289,0.86,0.0893832,0.09,1.19463
9,9,09_Oh,tower,4,0,0.831172,1.37294,1.33336,1.41252,0.82,0.0529405,0.09,1.19463
10,10,09_Oh,tower,4,0,0.897436,1.4521,1.37859,1.52561,0.82,0.0521016,0.09,1.19463
11,11,06_Eh,tower,4,0,0.925835,1.48603,1.44079,1.53126,0.74,0.0860277,0.09,1.19463
12,12,04_Ih,in,5,0,1.0717,1.66028,1.63278,1.68778,0.22,0.0602851,0.09,1.19463
13,13,14_ChJjSh,china,6,0,1.15432,1.75898,1.72505,1.79291,0.722046,0.0789796,0.09,1.19463
14,14,07_Aa,china,6,0,1.26318,1.88903,1.81552,1.96254,0.86,0.0890298,0.09,1.19463
15,15,07_Aa,china,6,0,1.33891,1.9795,1.93426,2.02473,0.86,0.0595,0.09,1.19463
16,16,24_Tongue_Th,the,7,1,1.59055,2.28011,2.25261,2.30761,0.42,0.0801115,0.09,1.19463
17,17,06_Eh,the,7,1,1.65122,2.35259,2.32483,2.38035,0.74,0.0725901,0.09,1.19463
18,18,14_ChJjSh,shanghai,8,1,1.73211,2.44923,2.41119,2.48727,0.651733,0.0892284,0.09,1.19463
19,19,07_Aa,shanghai,8,1,1.78319,2.51025,2.46587,2.55463,0.86,0.0702488,0.09,1.19463
20,20,05_Ay,shanghai,8,1,1.85417,2.59504,2.51262,2.67746,0.84,0.0750425,0.09,1.19463
21,21,05_Ay,shanghai,8,1,1.91785,2.67112,2.62357,2.71867,0.84,0.0711195,0.09,1.19463
22,22,09_Oh,tower,9,1,2.03661,2.92988,2.88775,2.97201,0.82,0.0821331,0.09,1.27159
23,23,09_Oh,tower,9,1,2.10288,3.054,2.97576,3.13224,0.82,0.054003,0.09,1.27159
24,24,06_Eh,tower,9,1,2.13128,3.09011,3.04196,3.13826,0.74,0.0501153,0.09,1.27159
