ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,04_Ih,indonesia,0,0,0.146059,0.665771,0.578271,0.753271,0.84,0.0657709,0.09,1.28709
1,1,14_ChJjSh,indonesia,0,0,0.438177,0.805771,0.718271,0.893271,0.783,0.0857708,0.09,1.28709
2,2,07_Aa,indonesia,0,0,0.470634,0.903228,0.815728,0.990728,0.86,0.0725464,0.09,1.28709
3,3,07_Aa,indonesia,0,0,0.66538,1.04323,0.955728,1.13073,0.94,0.0832282,0.09,1.28709
4,4,04_Ih,is,1,0,0.971277,1.48913,1.42883,1.54942,0.54,0.0569445,0.09,1.28709
5,5,04_Ih,rich,2,0,1.30902,1.57013,1.48852,1.65173,0.235,-0.269873,0.09,0.82
6,6,14_ChJjSh,rich,2,0,1.33581,1.5921,1.55443,1.62976,0.703,-0.247903,0.09,0.82
7,7,04_Ih,in,3,0,1.62961,1.83301,1.7946,1.87143,0.54,-0.00698531,0.09,0.82
8,8,18_Uh,culture,4,0,1.85362,2.0167,1.9587,2.0747,0.834955,0.0567025,0.09,0.82
9,9,06_Eh,culture,4,0,2.03839,2.1567,2.0692,2.2442,0.74,0.0767026,0.09,0.82
10,10,07_Aa,and,5,0,2.41043,2.47328,2.43487,2.5117,0.86,0.0732861,0.09,0.82
11,11,07_Aa,has,6,0,2.68601,2.69926,2.66085,2.73768,0.86,0.0592644,0.09,0.82
12,12,22_MBP,beautiful,7,0,2.87066,2.85067,2.78288,2.91846,1,0.0506699,0.09,0.82
13,13,03_Ee,beautiful,7,0,2.99314,2.9511,2.87201,3.0302,0.86,0.0711045,0.09,0.82
14,14,03_Ee,beautiful,7,0,3.20135,3.0911,3.0036,3.1786,0.86,0.0511048,0.09,0.82
15,15,20_FV,beautiful,7,0,3.29934,3.20219,3.1344,3.26998,1,0.0821915,0.09,0.82
16,16,04_Ih,islands,8,0,3.53114,3.39226,3.33426,3.45026,0.84,0.0722642,0.09,0.82
17,17,07_Aa,islands,8,0,3.78375,3.53226,3.44476,3.61976,0.94,0.0522645,0.09,0.82
18,18,12_Ww-Oo-,what,9,1,4.54505,4.41302,4.36,4.46604,1,0.0530233,0.09,1.13172
19,19,07_Aa,what,9,1,4.66631,4.55025,4.48787,4.61263,0.86,0.0702515,0.09,1.13172
20,20,07_Aa,can,10,1,4.94189,4.86213,4.80911,4.91515,0.86,0.0621347,0.09,1.13172
21,21,05_Ay,i,11,1,5.21196,5.16778,5.09293,5.24263,0.84,-0.739098,0.15,1.13172
22,22,09_Oh,offer,12,1,5.38374,5.36218,5.28213,5.44223,0.82,-0.544691,0.15,1.13172
23,23,20_FV,offer,12,1,5.48479,5.47654,5.40793,5.54516,1,-0.430333,0.15,1.13172
24,24,06_Eh,offer,12,1,5.62625,5.61654,5.52904,5.70404,0.74,-0.290333,0.15,1.13172
25,25,11_Oo,you,13,1,6.05279,6.11937,6.03187,6.20687,1,0.212492,0.15,1.13172
26,26,11_Oo,today,14,1,6.39298,6.50437,6.4186,6.59014,1,0.597494,0.15,1.13172
27,27,05_Ay,today,14,1,6.61529,6.64437,6.55687,6.73187,0.84,0.737494,0.15,1.13172
