ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,11_Oo,guinea,0,0,0.325896,0.656096,0.568596,0.743596,1,0.0560964,0.09,1.34229
1,1,03_Ee,guinea,0,0,0.468241,0.796096,0.708596,0.883596,0.86,0.0760963,0.09,1.34229
2,2,04_Ih,is,1,0,0.739651,1.20751,1.13757,1.27744,0.54,0.0514742,0.09,1.34229
3,3,09_Oh,known,2,0,1.11527,1.71566,1.62816,1.80316,0.82,0.0756574,0.09,1.34229
4,4,20_FV,for,3,0,1.33083,2.005,1.95086,2.05914,1,0.0850028,0.09,1.34229
5,5,10_Or,for,3,0,1.47181,2.145,2.07507,2.21494,0.36,0.0650029,0.09,1.34229
6,6,04_Ih,its,4,0,1.84742,2.215,2.1275,2.3025,0.64,-0.224997,0.09,0.82
7,7,22_MBP,beautiful,5,0,2.10283,2.27885,2.20346,2.35425,1,-0.161146,0.09,0.82
8,8,03_Ee,beautiful,5,0,2.23904,2.31885,2.23135,2.40635,0.86,-0.121146,0.09,0.82
9,9,03_Ee,beautiful,5,0,2.47061,2.35885,2.27135,2.44635,0.86,-0.0811458,0.09,0.82
10,10,20_FV,beautiful,5,0,2.57958,2.42782,2.35242,2.50321,1,-0.0121801,0.09,0.82
11,11,20_FV,fouta,6,0,2.85985,2.65764,2.60235,2.71293,1,0.0576365,0.09,0.82
12,12,09_Oh,fouta,6,0,3.11832,2.79764,2.71014,2.88514,0.82,0.0776367,0.09,0.82
13,13,07_Aa,fouta,6,0,3.29812,2.93764,2.86392,3.01136,0.94,0.057637,0.09,0.82
14,14,07_Aa,djallon,7,0,3.68021,3.33033,3.24283,3.41783,0.86,0.0503314,0.09,0.82
15,15,09_Oh,djallon,7,0,3.79579,3.42511,3.35139,3.49883,0.82,0.0651143,0.09,0.82
16,16,07_Aa,highlands,8,0,4.0296,3.61683,3.54967,3.68399,0.94,0.0568337,0.09,0.82
17,17,14_ChJjSh,highlands,8,0,4.2564,3.75683,3.70001,3.81366,0.682,0.076834,0.09,0.82
18,18,07_Aa,highlands,8,0,4.2816,3.82347,3.73597,3.91097,0.86,0.063473,0.09,0.82
19,19,07_Aa,highlands,8,0,4.4328,3.94745,3.86996,4.02494,0.86,0.0674565,0.09,0.82
20,20,09_Oh,often,9,1,5.13651,4.55791,4.47041,4.64541,0.82,-0.94897,0.15,1.24471
21,21,20_FV,often,9,1,5.24888,4.69778,4.61386,4.78171,1,-0.809093,0.15,1.24471
22,22,06_Eh,often,9,1,5.40621,4.83778,4.75028,4.92528,0.74,-0.669093,0.15,1.24471
23,23,07_Aa,called,10,1,5.78268,5.3622,5.2747,5.4497,0.94,-0.144674,0.15,1.24471
24,24,07_Aa,called,10,1,5.9681,5.5022,5.4147,5.5897,0.86,-0.00467443,0.15,1.24471
25,25,06_Eh,called,10,1,6.06362,5.6422,5.5547,5.7297,0.74,0.135325,0.15,1.24471
26,26,24_Tongue_Th,the,11,1,6.25007,5.94396,5.89376,5.99417,0.42,0.43709,0.15,1.24471
27,27,06_Eh,the,11,1,6.39412,6.08396,6.0153,6.15263,0.74,0.57709,0.15,1.24471
28,28,11_Oo,roof,12,1,6.75747,6.45687,6.36937,6.54437,0.94,0.95,0.15,1.24471
29,29,20_FV,roof,12,1,6.88305,6.49687,6.43329,6.56046,1,0.99,0.15,1.24471
30,30,09_Oh,of,13,1,7.11402,6.55462,6.48977,6.61947,0.82,1.04774,0.15,1.24471
31,31,20_FV,of,13,1,7.16612,6.57285,6.52265,6.62306,1,1.06598,0.15,1.24471
32,32,12_Ww-Oo-,west,14,1,7.30234,6.60691,6.52213,6.69168,1,1.10003,0.15,1.24471
33,33,06_Eh,west,14,1,7.48963,6.64691,6.55941,6.73441,0.74,1.14003,0.15,1.24471
34,34,07_Aa,africa,15,1,7.72659,6.70615,6.61865,6.79365,0.86,1.19927,0.15,1.24471
35,35,20_FV,africa,15,1,7.84294,6.74615,6.65865,6.83365,1,1.23927,0.15,1.24471
36,36,10_Or,africa,15,1,8.03143,6.78615,6.69865,6.87365,0.3,1.27927,0.15,1.24471
37,37,07_Aa,africa,15,1,8.07332,6.80081,6.71331,6.88831,0.86,1.29393,0.15,1.24471
38,38,07_Aa,africa,15,1,8.24086,6.84081,6.75331,6.92831,0.86,1.33393,0.15,1.24471
