EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,18_Uh,AAA,sudan,0,0,0.0169231,0.0465385,0.0733623,0.68,SimpleBudgetV1
1,07_Aa,AAA,sudan,0,0,0.0338461,0.0888461,0.141834,0.86,SimpleBudgetV1
2,04_Ih,EEE,is,1,0,0.129423,0.149038,0.321905,0.236642,SimpleBudgetV1
3,12_Ww-Oo-,WUH,where,2,0,0.161859,0.1875,0.403863,1,SimpleBudgetV1
4,06_Eh,EEE,where,2,0,0.189103,0.230769,0.485377,0.74,SimpleBudgetV1
5,11_Oo,OOO,you,3,0,0.259615,0.317308,0.66693,1,SimpleBudgetV1
6,07_Aa,AAA,can,4,0,0.347372,0.366987,0.825808,0.86,SimpleBudgetV1
7,20_FV,FVS,find,5,0,0.38141,0.400641,0.904061,1,SimpleBudgetV1
8,04_Ih,EEE,find,5,0,0.407051,0.448718,0.98928,0.286123,SimpleBudgetV1
9,24_Tongue_Th,FVS,the,6,0,0.464423,0.475962,1.0871,0.42,SimpleBudgetV1
10,06_Eh,EEE,the,6,0,0.486923,0.507692,1.14979,0.74,SimpleBudgetV1
11,07_Aa,AAA,tallest,7,0,0.527088,0.556703,1.25288,0.86,SimpleBudgetV1
12,07_Aa,AAA,tallest,7,0,0.553077,0.608077,1.34231,0.86,SimpleBudgetV1
13,07_Aa,AAA,sand,8,0,0.650641,0.692308,1.55247,0.94,SimpleBudgetV1
14,18_Uh,AAA,dunes,9,0,0.722051,0.751667,1.70364,0.68,SimpleBudgetV1
15,06_Eh,EEE,dunes,9,0,0.738974,0.793974,1.77211,0.74,SimpleBudgetV1
16,04_Ih,EEE,in,10,0,0.834551,0.854167,1.95218,0.22,SimpleBudgetV1
17,07_Aa,AAA,africa,11,0,0.861143,0.897938,2.03352,0.86,SimpleBudgetV1
18,20_FV,FVS,africa,11,0,0.885673,0.917212,2.08416,1,SimpleBudgetV1
19,10_Or,OOO,africa,11,0,0.918526,0.95532,2.16619,0.22,SimpleBudgetV1
20,07_Aa,AAA,africa,11,0,0.910641,0.978974,2.18442,0.86,SimpleBudgetV1
21,07_Aa,AAA,africa,11,0,0.956635,0.996058,2.25734,0.86,SimpleBudgetV1
