index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.396500,0.464000,0.531500,07_Aa,congo,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
1,0.706500,0.774000,0.841500,09_Oh,congo,0,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
2,0.861500,0.929000,0.996500,07_Aa,has,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
3,1.109000,1.164000,1.219000,05_Ay,diverse,2,0,0,0.680000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
4,1.175000,1.225000,1.275000,20_FV,diverse,2,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
5,1.241500,1.309000,1.376500,06_Eh,diverse,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
6,1.401500,1.469000,1.536500,12_Ww-Oo-,wildlife,3,0,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
7,1.529000,1.584000,1.639000,05_Ay,wildlife,3,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
8,1.925000,1.975000,2.025000,20_FV,wildlife,3,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
9,2.056500,2.124000,2.191500,07_Aa,and,4,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
10,2.356500,2.424000,2.491500,07_Aa,lush,5,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
11,2.454500,2.502000,2.549500,14_ChJjSh,lush,5,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
12,2.616500,2.684000,2.751500,07_Aa,landscapes,6,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
13,2.981500,3.049000,3.116500,06_Eh,landscapes,6,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
14,3.082500,3.135000,3.187500,22_MBP,landscapes,6,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
15,3.893800,3.961300,4.028800,12_Ww-Oo-,want,7,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
16,3.943800,4.011300,4.078800,07_Aa,want,7,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
17,4.041500,4.109000,4.176500,07_Aa,a,8,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
18,4.241500,4.309000,4.376500,07_Aa,sandwich,9,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
19,4.416500,4.484000,4.551500,12_Ww-Oo-,sandwich,9,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
20,4.544499,4.592000,4.639500,14_ChJjSh,sandwich,9,1,1,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
21,4.591500,4.659000,4.726500,03_Ee,instead,10,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
22,4.876500,4.944000,5.011500,06_Eh,instead,10,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
