EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,06_Eh,EEE,nice,0,0,0.026534,0.0696517,0.118898,0.74,SimpleBudgetV1
1,11_Oo,OOO,to,1,0,0.10859,0.131277,0.296506,0.94,SimpleBudgetV1
2,22_MBP,MBP,meet,2,0,0.140962,0.160862,0.373092,1,SimpleBudgetV1
3,03_Ee,EEE,meet,2,0,0.169154,0.212272,0.47149,0.86,SimpleBudgetV1
4,11_Oo,OOO,you,3,0,0.242123,0.301824,0.672386,0.94,SimpleBudgetV1
5,22_MBP,MBP,matthew,4,1,0.351874,0.378143,0.902391,1,SimpleBudgetV1
6,24_Tongue_Th,FVS,matthew,4,1,0.401128,0.427396,1.02416,0.42,SimpleBudgetV1
7,12_Ww-Oo-,WUH,matthew,4,1,0.419735,0.459138,1.0864,1,SimpleBudgetV1
8,12_Ww-Oo-,WUH,what,5,2,0.50733,0.527629,1.27934,1,SimpleBudgetV1
9,07_Aa,AAA,what,5,2,0.531808,0.555688,1.34428,0.86,SimpleBudgetV1
10,07_Aa,AAA,can,6,2,0.5933,0.613599,1.49188,0.86,SimpleBudgetV1
11,05_Ay,EEE,i,7,2,0.647629,0.676285,1.63652,0.84,SimpleBudgetV1
12,06_Eh,EEE,get,8,2,0.712703,0.733002,1.78707,0.74,SimpleBudgetV1
13,20_FV,FVS,for,9,2,0.747927,0.762255,1.86677,1,SimpleBudgetV1
14,10_Or,OOO,for,9,2,0.772405,0.792703,1.93467,0.22,SimpleBudgetV1
15,11_Oo,OOO,you,10,2,0.824212,0.883914,2.11146,1,SimpleBudgetV1
16,11_Oo,OOO,today,11,2,0.911343,0.944179,2.29366,1,SimpleBudgetV1
17,05_Ay,EEE,today,11,2,0.952935,0.998905,2.41272,0.84,SimpleBudgetV1
