EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,05_Ay,EEE,i,0,0,0.0230631,0.0576577,0.0816303,0.84,SimpleBudgetV1
1,04_Ih,EEE,didn't,1,0,0.104104,0.156156,0.263193,0.38,SimpleBudgetV1
2,22_MBP,MBP,mean,2,0,0.17017,0.194194,0.36847,1,SimpleBudgetV1
3,03_Ee,EEE,mean,2,0,0.204204,0.256256,0.465649,0.86,SimpleBudgetV1
4,04_Ih,EEE,it,3,0,0.301822,0.326326,0.635227,0.54,SimpleBudgetV1
5,06_Eh,EEE,like,4,0,0.376376,0.428428,0.813874,0.74,SimpleBudgetV1
6,24_Tongue_Th,FVS,that,5,0,0.448448,0.472472,0.931299,0.42,SimpleBudgetV1
7,07_Aa,AAA,that,5,0,0.479479,0.533534,1.02443,0.86,SimpleBudgetV1
8,06_Eh,EEE,let's,6,1,0.631632,0.683684,1.33014,0.74,SimpleBudgetV1
9,22_MBP,MBP,move,7,1,0.697698,0.721722,1.43541,1,SimpleBudgetV1
10,11_Oo,OOO,move,7,1,0.731732,0.783784,1.53259,0.94,SimpleBudgetV1
11,20_FV,FVS,move,7,1,0.75025,0.774274,1.5417,1,SimpleBudgetV1
12,22_MBP,MBP,past,8,1,0.797798,0.821822,1.63787,1,SimpleBudgetV1
13,07_Aa,AAA,past,8,1,0.831832,0.883884,1.73505,0.86,SimpleBudgetV1
14,24_Tongue_Th,FVS,this,9,1,0.903904,0.927928,1.85247,0.42,SimpleBudgetV1
15,06_Eh,EEE,this,9,1,0.936937,0.986987,1.9456,0.74,SimpleBudgetV1
