start,end,pose,phone,word,confidence,word_index,speech_region_index,phrase_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.310000,0.470000,S,S,sandwiches,1.0,0,0,0,-1,S,0,mfa_textgrid_phone
0.470000,0.590000,AE1,AE1,sandwiches,1.0,0,0,0,-1,AE1,1,mfa_textgrid_phone
0.590000,0.640000,N,N,sandwiches,1.0,0,0,0,-1,N,2,mfa_textgrid_phone
0.640000,0.680000,D,D,sandwiches,1.0,0,0,0,-1,D,3,mfa_textgrid_phone
0.680000,0.730000,W,W,sandwiches,1.0,0,0,0,-1,W,4,mfa_textgrid_phone
0.730000,0.780000,IH0,IH0,sandwiches,1.0,0,0,0,-1,IH0,5,mfa_textgrid_phone
0.780000,0.900000,CH,CH,sandwiches,1.0,0,0,0,-1,CH,6,mfa_textgrid_phone
0.900000,1.020000,IH0,IH0,sandwiches,1.0,0,0,0,-1,IH0,7,mfa_textgrid_phone
1.020000,1.230000,Z,Z,sandwiches,1.0,0,0,0,-1,Z,8,mfa_textgrid_phone
1.360000,1.490000,CH,CH,chips,1.0,1,1,1,-1,CH,0,mfa_textgrid_phone
1.490000,1.590000,IH1,IH1,chips,1.0,1,1,1,-1,IH1,1,mfa_textgrid_phone
1.590000,1.690000,P,P,chips,1.0,1,1,1,-1,P,2,mfa_textgrid_phone
1.690000,1.840000,S,S,chips,1.0,1,1,1,-1,S,3,mfa_textgrid_phone
1.840000,1.930000,M,M,maybe,1.0,2,1,1,-1,M,0,mfa_textgrid_phone
1.930000,2.010000,EY1,EY1,maybe,1.0,2,1,1,-1,EY1,1,mfa_textgrid_phone
2.010000,2.060000,B,B,maybe,1.0,2,1,1,-1,B,2,mfa_textgrid_phone
2.060000,2.140000,IY0,IY0,maybe,1.0,2,1,1,-1,IY0,3,mfa_textgrid_phone
2.140000,2.200000,AH0,AH0,a,1.0,3,1,1,-1,AH0,0,mfa_textgrid_phone
2.200000,2.300000,HH,HH,hot,1.0,4,1,1,-1,HH,0,mfa_textgrid_phone
2.300000,2.400000,AA1,AA1,hot,1.0,4,1,1,-1,AA1,1,mfa_textgrid_phone
2.400000,2.470000,T,T,hot,1.0,4,1,1,-1,T,2,mfa_textgrid_phone
2.470000,2.520000,D,D,dog,1.0,5,1,1,-1,D,0,mfa_textgrid_phone
2.520000,2.740000,AA1,AA1,dog,1.0,5,1,1,-1,AA1,1,mfa_textgrid_phone
2.740000,2.840000,G,G,dog,1.0,5,1,1,-1,G,2,mfa_textgrid_phone
3.560000,3.720000,S,S,simple,1.0,6,2,2,-1,S,0,mfa_textgrid_phone
3.720000,3.770000,IH1,IH1,simple,1.0,6,2,2,-1,IH1,1,mfa_textgrid_phone
3.770000,3.830000,M,M,simple,1.0,6,2,2,-1,M,2,mfa_textgrid_phone
3.830000,3.860000,P,P,simple,1.0,6,2,2,-1,P,3,mfa_textgrid_phone
3.860000,3.900000,AH0,AH0,simple,1.0,6,2,2,-1,AH0,4,mfa_textgrid_phone
3.900000,3.950000,L,L,simple,1.0,6,2,2,-1,L,5,mfa_textgrid_phone
3.950000,4.070000,S,S,stuff,1.0,7,2,2,-1,S,0,mfa_textgrid_phone
4.070000,4.130000,T,T,stuff,1.0,7,2,2,-1,T,1,mfa_textgrid_phone
4.130000,4.250000,AH1,AH1,stuff,1.0,7,2,2,-1,AH1,2,mfa_textgrid_phone
4.250000,4.390000,F,F,stuff,1.0,7,2,2,-1,F,3,mfa_textgrid_phone
4.420000,4.460000,B,B,but,1.0,8,2,2,-1,B,0,mfa_textgrid_phone
4.460000,4.500000,AH1,AH1,but,1.0,8,2,2,-1,AH1,1,mfa_textgrid_phone
4.500000,4.540000,T,T,but,1.0,8,2,2,-1,T,2,mfa_textgrid_phone
4.540000,4.580000,IH1,IH1,it,1.0,9,2,2,-1,IH1,0,mfa_textgrid_phone
4.580000,4.620000,T,T,it,1.0,9,2,2,-1,T,1,mfa_textgrid_phone
4.620000,4.680000,HH,HH,hits,1.0,10,2,2,-1,HH,0,mfa_textgrid_phone
4.680000,4.730000,IH1,IH1,hits,1.0,10,2,2,-1,IH1,1,mfa_textgrid_phone
4.730000,4.780000,T,T,hits,1.0,10,2,2,-1,T,2,mfa_textgrid_phone
4.780000,4.830000,S,S,hits,1.0,10,2,2,-1,S,3,mfa_textgrid_phone
4.830000,4.880000,DH,DH,the,1.0,11,2,2,-1,DH,0,mfa_textgrid_phone
4.880000,4.920000,AH0,AH0,the,1.0,11,2,2,-1,AH0,1,mfa_textgrid_phone
4.920000,5.000000,S,S,spot,1.0,12,2,2,-1,S,0,mfa_textgrid_phone
5.000000,5.080000,P,P,spot,1.0,12,2,2,-1,P,1,mfa_textgrid_phone
5.080000,5.190000,AA1,AA1,spot,1.0,12,2,2,-1,AA1,2,mfa_textgrid_phone
5.190000,5.360000,T,T,spot,1.0,12,2,2,-1,T,3,mfa_textgrid_phone
