start,end,phone,word,confidence,word_index,speech_region_index,phone_index,phrase_index,sentence_index,alignment_reason
0.070000,0.130000,AH0,a,1.0,0,0,0,0,-1,mfa_textgrid_phone
0.130000,0.260000,M,margarita,1.0,1,0,0,0,-1,mfa_textgrid_phone
0.260000,0.310000,AA2,margarita,1.0,1,0,1,0,-1,mfa_textgrid_phone
0.310000,0.410000,R,margarita,1.0,1,0,2,0,-1,mfa_textgrid_phone
0.410000,0.470000,G,margarita,1.0,1,0,3,0,-1,mfa_textgrid_phone
0.470000,0.640000,ER0,margarita,1.0,1,0,4,0,-1,mfa_textgrid_phone
0.640000,0.760000,IY1,margarita,1.0,1,0,5,0,-1,mfa_textgrid_phone
0.760000,0.800000,T,margarita,1.0,1,0,6,0,-1,mfa_textgrid_phone
0.800000,1.060000,AH0,margarita,1.0,1,0,7,0,-1,mfa_textgrid_phone
1.180000,1.250000,AO1,or,1.0,2,0,0,0,-1,mfa_textgrid_phone
1.250000,1.310000,R,or,1.0,2,0,1,0,-1,mfa_textgrid_phone
1.310000,1.370000,AH0,a,1.0,3,0,0,0,-1,mfa_textgrid_phone
1.370000,1.500000,B,bloody,1.0,4,0,0,0,-1,mfa_textgrid_phone
1.500000,1.600000,L,bloody,1.0,4,0,1,0,-1,mfa_textgrid_phone
1.600000,1.680000,AH1,bloody,1.0,4,0,2,0,-1,mfa_textgrid_phone
1.680000,1.730000,D,bloody,1.0,4,0,3,0,-1,mfa_textgrid_phone
1.730000,1.810000,IY0,bloody,1.0,4,0,4,0,-1,mfa_textgrid_phone
1.810000,1.940000,M,mary,1.0,5,0,0,0,-1,mfa_textgrid_phone
1.940000,2.060000,EH1,mary,1.0,5,0,1,0,-1,mfa_textgrid_phone
2.060000,2.190000,R,mary,1.0,5,0,2,0,-1,mfa_textgrid_phone
2.190000,2.440000,IY0,mary,1.0,5,0,3,0,-1,mfa_textgrid_phone
2.740000,2.810000,W,with,1.0,6,1,0,1,-1,mfa_textgrid_phone
2.810000,2.860000,IH0,with,1.0,6,1,1,1,-1,mfa_textgrid_phone
2.860000,2.960000,TH,with,1.0,6,1,2,1,-1,mfa_textgrid_phone
2.960000,3.100000,CH,chips,1.0,7,1,0,1,-1,mfa_textgrid_phone
3.100000,3.270000,IH1,chips,1.0,7,1,1,1,-1,mfa_textgrid_phone
3.270000,3.350000,P,chips,1.0,7,1,2,1,-1,mfa_textgrid_phone
3.350000,3.590000,S,chips,1.0,7,1,3,1,-1,mfa_textgrid_phone
3.630000,3.700000,DH,they're,1.0,8,1,0,1,-1,mfa_textgrid_phone
3.700000,3.750000,EH1,they're,1.0,8,1,1,1,-1,mfa_textgrid_phone
3.750000,3.830000,R,they're,1.0,8,1,2,1,-1,mfa_textgrid_phone
3.830000,3.870000,AH0,a,1.0,9,1,0,1,-1,mfa_textgrid_phone
3.870000,4.000000,M,match,1.0,10,1,0,1,-1,mfa_textgrid_phone
4.000000,4.180000,AE1,match,1.0,10,1,1,1,-1,mfa_textgrid_phone
4.180000,4.320000,CH,match,1.0,10,1,2,1,-1,mfa_textgrid_phone
4.320000,4.400000,M,made,1.0,11,1,0,1,-1,mfa_textgrid_phone
4.400000,4.530000,EY1,made,1.0,11,1,1,1,-1,mfa_textgrid_phone
4.530000,4.570000,D,made,1.0,11,1,2,1,-1,mfa_textgrid_phone
4.570000,4.630000,IH0,in,1.0,12,1,0,1,-1,mfa_textgrid_phone
4.630000,4.660000,N,in,1.0,12,1,1,1,-1,mfa_textgrid_phone
4.660000,4.780000,HH,heaven,1.0,13,1,0,1,-1,mfa_textgrid_phone
4.780000,4.880000,EH1,heaven,1.0,13,1,1,1,-1,mfa_textgrid_phone
4.880000,4.950000,V,heaven,1.0,13,1,2,1,-1,mfa_textgrid_phone
4.950000,5.030000,AH0,heaven,1.0,13,1,3,1,-1,mfa_textgrid_phone
5.030000,5.180000,N,heaven,1.0,13,1,4,1,-1,mfa_textgrid_phone
