start,end,pose,phone,word,confidence,word_index,speech_region_index,phrase_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.290000,0.380000,W,W,we,1.0,0,0,0,-1,W,0,mfa_textgrid_phone
0.380000,0.450000,IY1,IY1,we,1.0,0,0,0,-1,IY1,1,mfa_textgrid_phone
0.450000,0.540000,K,K,keep,1.0,1,0,0,-1,K,0,mfa_textgrid_phone
0.540000,0.620000,IY1,IY1,keep,1.0,1,0,0,-1,IY1,1,mfa_textgrid_phone
0.620000,0.660000,P,P,keep,1.0,1,0,0,-1,P,2,mfa_textgrid_phone
0.660000,0.720000,IH1,IH1,it,1.0,2,0,0,-1,IH1,0,mfa_textgrid_phone
0.720000,0.790000,T,T,it,1.0,2,0,0,-1,T,1,mfa_textgrid_phone
0.790000,0.830000,B,B,basic,1.0,3,0,0,-1,B,0,mfa_textgrid_phone
0.830000,0.950000,EY1,EY1,basic,1.0,3,0,0,-1,EY1,1,mfa_textgrid_phone
0.950000,1.060000,S,S,basic,1.0,3,0,0,-1,S,2,mfa_textgrid_phone
1.060000,1.140000,IH0,IH0,basic,1.0,3,0,0,-1,IH0,3,mfa_textgrid_phone
1.140000,1.340000,K,K,basic,1.0,3,0,0,-1,K,4,mfa_textgrid_phone
1.810000,1.910000,HH,HH,ham,1.0,4,1,1,-1,HH,0,mfa_textgrid_phone
1.910000,2.130000,AE1,AE1,ham,1.0,4,1,1,-1,AE1,1,mfa_textgrid_phone
2.130000,2.310000,M,M,ham,1.0,4,1,1,-1,M,2,mfa_textgrid_phone
2.430000,2.560000,L,L,lettuce,1.0,5,1,1,-1,L,0,mfa_textgrid_phone
2.560000,2.630000,EH1,EH1,lettuce,1.0,5,1,1,-1,EH1,1,mfa_textgrid_phone
2.630000,2.670000,T,T,lettuce,1.0,5,1,1,-1,T,2,mfa_textgrid_phone
2.670000,2.780000,AH0,AH0,lettuce,1.0,5,1,1,-1,AH0,3,mfa_textgrid_phone
2.780000,3.040000,S,S,lettuce,1.0,5,1,1,-1,S,4,mfa_textgrid_phone
3.200000,3.260000,T,T,tomato,1.0,6,2,2,-1,T,0,mfa_textgrid_phone
3.260000,3.290000,AH0,AH0,tomato,1.0,6,2,2,-1,AH0,1,mfa_textgrid_phone
3.290000,3.370000,M,M,tomato,1.0,6,2,2,-1,M,2,mfa_textgrid_phone
3.370000,3.480000,EY1,EY1,tomato,1.0,6,2,2,-1,EY1,3,mfa_textgrid_phone
3.480000,3.520000,T,T,tomato,1.0,6,2,2,-1,T,4,mfa_textgrid_phone
3.520000,3.770000,OW2,OW2,tomato,1.0,6,2,2,-1,OW2,5,mfa_textgrid_phone
4.090000,4.230000,M,M,mayo,1.0,7,3,3,-1,M,0,mfa_textgrid_phone
4.230000,4.410000,EY1,EY1,mayo,1.0,7,3,3,-1,EY1,1,mfa_textgrid_phone
4.410000,4.620000,OW0,OW0,mayo,1.0,7,3,3,-1,OW0,2,mfa_textgrid_phone
5.350000,5.500000,Y,Y,yum,1.0,8,4,4,-1,Y,0,mfa_textgrid_phone
5.500000,5.740000,AH1,AH1,yum,1.0,8,4,4,-1,AH1,1,mfa_textgrid_phone
5.740000,5.970000,M,M,yum,1.0,8,4,4,-1,M,2,mfa_textgrid_phone
