ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,09_Oh,south,0,0,0.118118,0.488642,0.43,0.547283,0.82,0.0886418,0.09,1.1075
1,1,24_Tongue_Th,south,0,0,0.142557,0.515707,0.488207,0.543207,0.42,0.0757073,0.09,1.1075
2,2,10_Or,korea,1,0,0.284299,0.672687,0.631006,0.714367,0.68,0.0726866,0.09,1.1075
3,3,03_Ee,korea,1,0,0.359569,0.756048,0.678641,0.833455,0.86,0.0760481,0.09,1.1075
4,4,03_Ee,korea,1,0,0.41871,0.821546,0.773911,0.869182,0.86,0.0615464,0.09,1.1075
5,5,07_Aa,has,2,0,0.557519,0.975278,0.947671,1.00288,0.86,0.0552779,0.09,1.1075
6,6,07_Aa,amazing,3,0,0.645823,1.07307,1.02129,1.12486,0.86,0.0730743,0.09,1.1075
7,7,22_MBP,amazing,3,0,0.690673,1.12275,1.07836,1.16713,1,0.0827459,0.09,1.1075
8,8,07_Aa,amazing,3,0,0.812818,1.25802,1.17052,1.34552,0.86,0.0580214,0.09,1.1075
9,9,04_Ih,amazing,3,0,0.892975,1.3468,1.29131,1.40228,0.64,0.0667961,0.09,1.1075
10,10,11_Oo,cuisine,4,0,1.0299,1.49844,1.45676,1.54012,0.94,0.0584401,0.09,1.1075
11,11,11_Oo,cuisine,4,0,1.10901,1.58605,1.50865,1.66346,0.94,0.0660547,0.09,1.1075
12,12,07_Aa,and,5,0,1.30696,1.80528,1.77768,1.83289,0.86,0.0852848,0.09,1.1075
13,13,14_ChJjSh,technology,6,0,1.4808,2.11912,2.057,2.18125,0.74118,0.0875309,0.09,1.19913
14,14,24_Tongue_Th,technology,6,0,1.59305,2.25912,2.20152,2.31672,0.42,0.059123,0.09,1.21284
15,15,03_Ee,technology,6,0,1.61896,2.31583,2.22833,2.40333,0.86,0.0758266,0.09,1.2137
16,16,03_Ee,technology,6,0,1.72257,2.45583,2.3765,2.53515,0.86,0.0558269,0.09,1.22483
17,17,12_Ww-Oo-,what,7,1,2.23283,2.52583,2.49833,2.55333,1,0.0858269,0.09,1
18,18,07_Aa,what,7,1,2.29734,2.58933,2.56,2.61865,0.86,0.0693269,0.09,1
19,19,07_Aa,can,8,1,2.44397,2.73596,2.70846,2.76346,0.86,0.0559568,0.09,1
20,20,05_Ay,i,9,1,2.58767,2.87965,2.84446,2.91484,0.84,0.079654,0.09,1
21,21,09_Oh,offer,10,1,2.67907,3.11105,3.07342,3.14869,0.82,0.071054,0.09,1
22,22,20_FV,offer,10,1,2.73283,3.22982,3.19756,3.26207,1,0.069818,0.09,1
23,23,06_Eh,offer,10,1,2.8081,3.36982,3.29992,3.43971,0.74,0.0898182,0.09,1
24,24,11_Oo,you,11,1,3.03505,3.73677,3.66096,3.81257,1,0.0644822,0.09,1.03399
25,25,11_Oo,today,12,1,3.21606,4.00306,3.96053,4.04558,0.94,0.08306,0.09,1.05464
26,26,05_Ay,today,12,1,3.33434,4.14306,4.08318,4.20293,0.84,0.0630598,0.09,1.06066
