ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,22_MBP,manila's,0,0,0.0360127,0.372325,0.33,0.414649,1,0.0523247,0.09,1.17527
1,1,07_Aa,manila's,0,0,0.0818471,0.426192,0.372325,0.48006,0.86,0.0661924,0.09,1.17527
2,2,14_ChJjSh,manila's,0,0,0.17679,0.537776,0.495451,0.5801,0.72,0.0577756,0.09,1.17527
3,3,07_Aa,manila's,0,0,0.189885,0.553166,0.465666,0.640666,0.86,0.0731663,0.09,1.17527
4,4,07_Aa,manila's,0,0,0.268458,0.645511,0.587795,0.703226,0.86,0.085511,0.09,1.17527
5,5,07_Aa,ermita,1,0,0.38108,0.777872,0.732298,0.823445,0.86,0.0578716,0.09,1.17527
6,6,22_MBP,ermita,1,0,0.451675,0.860839,0.818771,0.902907,1,0.0608392,0.09,1.17527
7,7,24_Tongue_Th,ermita,1,0,0.482498,0.897065,0.858502,0.935627,0.42,0.0570645,0.09,1.17527
8,8,07_Aa,ermita,1,0,0.500395,0.918099,0.830599,1.0056,0.86,0.0780986,0.09,1.17527
9,9,07_Aa,ermita,1,0,0.600818,1.03612,0.980032,1.09221,0.86,0.076123,0.09,1.17527
10,10,04_Ih,district,2,0,0.674129,1.12228,1.08116,1.16341,0.68,0.0822829,0.09,1.17527
11,11,14_ChJjSh,district,2,0,0.771036,1.23617,1.20137,1.27097,0.661,0.0761747,0.09,1.17527
12,12,04_Ih,district,2,0,0.781803,1.24883,1.16657,1.33108,0.22,0.0888294,0.09,1.17527
13,13,04_Ih,district,2,0,0.846408,1.32476,1.2773,1.37221,0.64,0.0847573,0.09,1.17527
14,14,07_Aa,has,3,0,0.970816,1.47097,1.44347,1.49847,0.86,0.0709698,0.09,1.17527
15,15,06_Eh,some,4,0,1.13131,1.65959,1.60401,1.71517,0.74,0.0595926,0.09,1.17527
16,16,22_MBP,some,4,0,1.13949,1.66959,1.64209,1.69709,1,0.0695926,0.09,1.17527
17,17,09_Oh,of,5,0,1.28365,1.83864,1.81114,1.86614,0.82,0.0786388,0.09,1.17527
18,18,20_FV,of,5,0,1.30592,1.8648,1.8373,1.8923,1,0.0648032,0.09,1.17527
19,19,24_Tongue_Th,the,6,0,1.3583,1.92637,1.89887,1.95387,0.42,0.0863663,0.09,1.17527
20,20,06_Eh,the,6,0,1.41985,1.9987,1.971,2.02641,0.74,0.0787032,0.09,1.17527
21,21,22_MBP,best,7,0,1.4878,2.07856,2.05106,2.10606,1,0.0785643,0.09,1.17527
22,22,06_Eh,best,7,0,1.5751,2.21856,2.15947,2.27765,0.74,0.0585644,0.09,1.24954
23,23,03_Ee,seafood,8,0,1.72009,2.50355,2.45807,2.54903,0.86,0.0747516,0.09,1.35314
24,24,20_FV,seafood,8,0,1.77153,2.62,2.58101,2.65898,1,0.0781655,0.09,1.35314
25,25,11_Oo,seafood,8,0,1.79074,2.7042,2.61974,2.78867,0.94,0.0709872,0.09,1.35314
