index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,22_MBP,malawi,0,0,0,0.017361,1.000000,M,0,cmu_bilabial
1,07_Aa,malawi,0,0,0,0.121528,0.920000,AA,3,cmu_open_vowel
2,12_Ww-Oo-,malawi,0,0,0,0.156250,0.880000,W,4,cmu_w
3,03_Ee,malawi,0,0,0,0.190972,0.500000,IY,5,cmu_front_vowel
4,22_MBP,beautiful,1,1,1,0.221354,1.000000,B,0,cmu_bilabial
5,11_Oo,beautiful,1,1,1,0.273438,0.920000,UW,2,cmu_oo_vowel
6,20_FV,beautiful,1,1,1,0.351562,0.960000,F,5,cmu_fv
7,06_Eh,lakes,2,1,1,0.447917,0.920000,EY,1,cmu_eh_vowel
8,07_Aa,and,3,1,1,0.513889,0.500000,AH,0,cmu_open_vowel
9,12_Ww-Oo-,wildlife,4,1,1,0.595238,0.880000,W,0,cmu_w
10,05_Ay,wildlife,4,1,1,0.619048,0.940000,AY,1,cmu_ay
11,20_FV,wildlife,4,1,1,0.738095,0.960000,F,6,cmu_fv
12,12_Ww-Oo-,want,5,2,2,0.760417,0.880000,W,0,cmu_w
13,07_Aa,want,5,2,2,0.781250,0.920000,AA,1,cmu_open_vowel
14,07_Aa,some,6,2,2,0.875000,0.920000,AH,1,cmu_open_vowel
15,22_MBP,some,6,2,2,0.902778,1.000000,M,2,cmu_bilabial
16,14_ChJjSh,chips,7,2,2,0.927083,0.820000,CH,0,cmu_affricate_sibilant
17,03_Ee,chips,7,2,2,0.947917,0.920000,IH,1,cmu_front_vowel
18,22_MBP,chips,7,2,2,0.968750,1.000000,P,2,cmu_bilabial
