EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,07_Aa,AAA,algeria,0,0,0.00296029,0.0444043,0.0477429,0.86,SimpleBudgetV1
1,10_Or,OOO,algeria,0,0,0.0562455,0.0976895,0.155164,0.385924,SimpleBudgetV1
2,07_Aa,AAA,algeria,0,0,0.0991697,0.143574,0.244682,0.86,SimpleBudgetV1
3,04_Ih,EEE,is,1,0,0.174657,0.196751,0.374374,0.445438,SimpleBudgetV1
4,09_Oh,OOO,known,2,0,0.241877,0.288809,0.534924,0.82,SimpleBudgetV1
5,20_FV,FVS,for,3,0,0.303249,0.318845,0.627062,1,SimpleBudgetV1
6,10_Or,OOO,for,3,0,0.329892,0.351986,0.687322,0.269084,SimpleBudgetV1
7,04_Ih,EEE,its,4,0,0.397112,0.444043,0.847872,0.622822,SimpleBudgetV1
8,04_Ih,EEE,rich,5,0,0.487365,0.534296,1.02982,0.22,SimpleBudgetV1
9,14_ChJjSh,FVS,rich,5,0,0.506318,0.527978,1.04256,0.682,SimpleBudgetV1
10,03_Ee,EEE,history,6,0,0.556137,0.594621,1.15995,0.86,SimpleBudgetV1
11,14_ChJjSh,FVS,history,6,0,0.612383,0.644946,1.26737,0.661,SimpleBudgetV1
12,03_Ee,EEE,history,6,0,0.596101,0.673069,1.2793,0.86,SimpleBudgetV1
13,03_Ee,EEE,history,6,0,0.647906,0.69231,1.35092,0.86,SimpleBudgetV1
14,07_Aa,AAA,and,7,0,0.723393,0.745487,1.48061,0.86,SimpleBudgetV1
15,04_Ih,EEE,diverse,8,0,0.770583,0.80394,1.5871,0.68,SimpleBudgetV1
16,20_FV,FVS,diverse,8,0,0.789985,0.818577,1.62141,1,SimpleBudgetV1
17,06_Eh,EEE,diverse,8,0,0.799856,0.861805,1.67493,0.74,SimpleBudgetV1
18,18_Uh,AAA,culture,9,0,0.889716,0.923074,1.82727,0.680188,SimpleBudgetV1
19,06_Eh,EEE,culture,9,0,0.918989,0.980939,1.9151,0.74,SimpleBudgetV1
