start,end,pose,phone,word,confidence,word_index,speech_region_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.530000,0.620000,N,N,never,1.0,0,0,-1,N,0,mfa_textgrid_phone
0.620000,0.690000,EH1,EH1,never,1.0,0,0,-1,EH1,1,mfa_textgrid_phone
0.690000,0.750000,V,V,never,1.0,0,0,-1,V,2,mfa_textgrid_phone
0.750000,0.830000,ER0,ER0,never,1.0,0,0,-1,ER0,3,mfa_textgrid_phone
0.830000,0.930000,F,F,forget,1.0,1,0,-1,F,0,mfa_textgrid_phone
0.930000,1.010000,ER0,ER0,forget,1.0,1,0,-1,ER0,1,mfa_textgrid_phone
1.010000,1.080000,G,G,forget,1.0,1,0,-1,G,2,mfa_textgrid_phone
1.080000,1.220000,EH1,EH1,forget,1.0,1,0,-1,EH1,3,mfa_textgrid_phone
1.220000,1.260000,T,T,forget,1.0,1,0,-1,T,4,mfa_textgrid_phone
1.260000,1.410000,HH,HH,how,1.0,2,0,-1,HH,0,mfa_textgrid_phone
1.410000,1.530000,AW1,AW1,how,1.0,2,0,-1,AW1,1,mfa_textgrid_phone
1.530000,1.610000,M,M,much,1.0,3,0,-1,M,0,mfa_textgrid_phone
1.610000,1.700000,AH1,AH1,much,1.0,3,0,-1,AH1,1,mfa_textgrid_phone
1.700000,1.820000,CH,CH,much,1.0,3,0,-1,CH,2,mfa_textgrid_phone
1.820000,1.860000,Y,Y,your,1.0,4,0,-1,Y,0,mfa_textgrid_phone
1.860000,1.910000,UH1,UH1,your,1.0,4,0,-1,UH1,1,mfa_textgrid_phone
1.910000,1.950000,R,R,your,1.0,4,0,-1,R,2,mfa_textgrid_phone
1.950000,2.020000,HH,HH,help,1.0,5,0,-1,HH,0,mfa_textgrid_phone
2.020000,2.080000,EH1,EH1,help,1.0,5,0,-1,EH1,1,mfa_textgrid_phone
2.080000,2.180000,L,L,help,1.0,5,0,-1,L,2,mfa_textgrid_phone
2.180000,2.220000,P,P,help,1.0,5,0,-1,P,3,mfa_textgrid_phone
2.220000,2.310000,M,M,mattered,1.0,6,0,-1,M,0,mfa_textgrid_phone
2.310000,2.470000,AE1,AE1,mattered,1.0,6,0,-1,AE1,1,mfa_textgrid_phone
2.470000,2.510000,T,T,mattered,1.0,6,0,-1,T,2,mfa_textgrid_phone
2.510000,2.610000,ER0,ER0,mattered,1.0,6,0,-1,ER0,3,mfa_textgrid_phone
2.610000,2.690000,D,D,mattered,1.0,6,0,-1,D,4,mfa_textgrid_phone
