index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,05_Ay,ivory,0,0,0,0.022727,0.940000,AY,0,cmu_ay
1,20_FV,ivory,0,0,0,0.068182,0.960000,V,1,cmu_fv
2,03_Ee,ivory,0,0,0,0.159091,0.500000,IY,3,cmu_front_vowel
3,09_Oh,coast,1,0,0,0.215909,0.920000,OW,1,cmu_oh_vowel
4,05_Ay,is,2,0,0,0.295455,0.940000,AY,0,cmu_ay
5,09_Oh,known,3,0,0,0.409091,0.920000,OW,1,cmu_oh_vowel
6,20_FV,for,4,0,0,0.469697,0.960000,F,0,cmu_fv
7,09_Oh,for,4,0,0,0.500000,0.920000,AO,1,cmu_oh_vowel
8,03_Ee,its,5,0,0,0.560606,0.920000,IH,0,cmu_front_vowel
9,09_Oh,cocoa,6,0,0,0.687500,0.920000,OW,1,cmu_oh_vowel
10,07_Aa,and,7,0,0,0.787879,0.500000,AH,0,cmu_open_vowel
11,07_Aa,coffee,8,0,0,0.914773,0.920000,AA,1,cmu_open_vowel
12,20_FV,coffee,8,0,0,0.948864,0.960000,F,2,cmu_fv
13,03_Ee,coffee,8,0,0,0.982955,0.500000,IY,3,cmu_front_vowel
