index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.044000,0.099000,0.154000,05_Ay,ivory,0,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
1,0.140000,0.190000,0.240000,20_FV,ivory,0,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
2,0.401500,0.469000,0.536500,03_Ee,ivory,0,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
3,0.581500,0.649000,0.716500,09_Oh,coast,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
4,0.849000,0.904000,0.959000,05_Ay,is,2,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
5,1.071500,1.139000,1.206500,09_Oh,known,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
6,1.275000,1.325000,1.375000,20_FV,for,4,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
7,1.351500,1.419000,1.486500,09_Oh,for,4,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
8,1.456500,1.524000,1.591500,03_Ee,its,5,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
9,1.646500,1.714000,1.781500,09_Oh,cocoa,6,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
10,1.921500,1.989000,2.056500,07_Aa,and,7,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
11,2.241500,2.309000,2.376500,07_Aa,coffee,8,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
12,2.330000,2.380000,2.430000,20_FV,coffee,8,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
13,2.431500,2.499000,2.566500,03_Ee,coffee,8,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
