ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,04_Ih,did,0,0,0.114038,0.405549,0.34,0.471097,0.64,0.0855486,0.09,1.28223
1,1,11_Oo,you,1,0,0.306723,0.652616,0.565116,0.740116,1,0.0526162,0.09,1.28223
2,2,09_Oh,know,2,0,0.507273,0.909768,0.84422,0.975317,0.82,0.0697681,0.09,1.28223
3,3,06_Eh,denmark,3,0,0.645467,1.08697,1.04038,1.13356,0.74,0.0869653,0.09,1.28223
4,4,22_MBP,denmark,3,0,0.71962,1.18205,1.14211,1.22198,1,0.0620468,0.09,1.28223
5,5,07_Aa,denmark,3,0,0.740383,1.20867,1.12215,1.29519,0.86,0.0886695,0.09,1.28223
6,6,04_Ih,is,4,0,0.931495,1.45372,1.42286,1.48458,0.238009,0.0537206,0.09,1.28223
7,7,12_Ww-Oo-,where,5,0,1.01848,1.56525,1.52492,1.60559,1,0.0852542,0.09,1.28223
8,8,06_Eh,where,5,0,1.10499,1.67618,1.61063,1.74173,0.74,0.0761825,0.09,1.28223
9,9,24_Tongue_Th,the,6,0,1.2088,1.8093,1.7818,1.8368,0.42,0.0892967,0.09,1.28223
10,10,06_Eh,the,6,0,1.27534,1.89461,1.86194,1.92728,0.74,0.0546108,0.09,1.28223
11,11,20_FV,first,7,0,1.35273,1.99384,1.96359,2.02409,1,0.0738412,0.09,1.28223
12,12,04_Ih,first,7,0,1.44317,2.10981,2.04426,2.17536,0.287545,0.0698116,0.09,1.28223
13,13,14_ChJjSh,chocolate,8,0,1.56822,2.27015,2.2157,2.32461,0.651587,0.0701537,0.09,1.28223
14,14,09_Oh,chocolate,8,0,1.62406,2.34175,2.27822,2.40528,0.82,0.061753,0.09,1.28223
15,15,24_Tongue_Th,chocolate,8,0,1.70979,2.45167,2.40175,2.50159,0.42,0.0516729,0.09,1.28223
16,16,07_Aa,chocolate,8,0,1.73102,2.4789,2.3914,2.5664,0.86,0.0789008,0.09,1.28223
17,17,07_Aa,chocolate,8,0,1.81596,2.58781,2.51974,2.65588,0.86,0.0678124,0.09,1.28223
18,18,07_Aa,candy,9,0,1.95752,2.76933,2.72274,2.81592,0.86,0.0893316,0.09,1.28223
19,19,03_Ee,candy,9,0,2.03019,2.86251,2.77599,2.94903,0.86,0.0625114,0.09,1.28223
20,20,03_Ee,candy,9,0,2.11325,2.969,2.91576,3.02225,0.86,0.0890026,0.09,1.28223
21,21,22_MBP,bar,10,0,2.15886,3.02749,2.99724,3.05774,1,0.067492,0.09,1.28223
22,22,07_Aa,bar,10,0,2.25324,3.1485,3.08295,3.21405,0.86,0.0685048,0.09,1.28223
23,23,12_Ww-Oo-,was,11,0,2.35564,3.2798,3.25076,3.30885,1,-0.627073,0.15,1.28223
24,24,07_Aa,was,11,0,2.41792,3.35967,3.32881,3.39053,0.86,-0.547204,0.15,1.28223
25,25,04_Ih,invented,12,0,2.54109,3.51759,3.4586,3.57659,0.68,-0.389283,0.15,1.28223
26,26,20_FV,invented,12,0,2.58798,3.57772,3.52326,3.63218,1,-0.329155,0.15,1.28223
27,27,24_Tongue_Th,invented,12,0,2.66142,3.67188,3.62197,3.7218,0.42,-0.234992,0.15,1.28223
28,28,06_Eh,invented,12,0,2.68265,3.69911,3.61161,3.78661,0.74,-0.207764,0.15,1.28223
29,29,06_Eh,invented,12,0,2.76493,3.80462,3.73201,3.87723,0.74,-0.102256,0.15,1.28223
