word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,fermented,1,soybean,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,soybean,2,interesting,",",",",region_break,1,comma_with_lull,0.480000,0.480000,0.480000,0.480000,0,1
2,interesting,3,i'll,.,.,region_break,1,hard_punctuation_with_lull,0.470000,0.470000,0.470000,0.470000,1,2
3,i'll,4,have,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
4,have,5,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
5,to,6,be,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
6,be,7,brave,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
7,brave,8,and,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
8,and,9,try,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,try,10,it,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
10,it,11,someday,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
