index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,22_MBP,marshall,0,0,0,0.010753,1.000000,M,0,cmu_bilabial
1,07_Aa,marshall,0,0,0,0.032258,0.920000,AA,1,cmu_open_vowel
2,14_ChJjSh,marshall,0,0,0,0.075269,0.820000,SH,3,cmu_affricate_sibilant
3,05_Ay,islands,1,0,0,0.139785,0.940000,AY,0,cmu_ay
4,05_Ay,tiny,2,1,1,0.294355,0.940000,AY,1,cmu_ay
5,03_Ee,tiny,2,1,1,0.342742,0.500000,IY,3,cmu_front_vowel
6,05_Ay,islands,3,1,1,0.365591,0.940000,AY,0,cmu_ay
7,22_MBP,beautiful,4,2,1,0.493952,1.000000,B,0,cmu_bilabial
8,11_Oo,beautiful,4,2,1,0.534274,0.920000,UW,2,cmu_oo_vowel
9,20_FV,beautiful,4,2,1,0.594758,0.960000,F,5,cmu_fv
10,22_MBP,but,5,2,1,0.655914,1.000000,B,0,cmu_bilabial
11,07_Aa,but,5,2,1,0.677419,0.920000,AH,1,cmu_open_vowel
12,22_MBP,remote,6,2,1,0.758065,1.000000,M,2,cmu_bilabial
13,09_Oh,remote,6,2,1,0.777419,0.920000,OW,3,cmu_oh_vowel
14,12_Ww-Oo-,want,7,3,2,0.814516,0.880000,W,0,cmu_w
15,07_Aa,want,7,3,2,0.830645,0.920000,AA,1,cmu_open_vowel
16,07_Aa,some,8,3,2,0.903226,0.920000,AH,1,cmu_open_vowel
17,22_MBP,some,8,3,2,0.924731,1.000000,M,2,cmu_bilabial
18,14_ChJjSh,chips,9,3,2,0.943548,0.820000,CH,0,cmu_affricate_sibilant
19,03_Ee,chips,9,3,2,0.959677,0.920000,IH,1,cmu_front_vowel
20,22_MBP,chips,9,3,2,0.975806,1.000000,P,2,cmu_bilabial
