word_index,word,start,end,speech_region_index,sentence_index
0,if,0.360000,0.490000,0,-1
1,the,0.490000,0.590000,0,-1
2,train,0.590000,1.030000,0,-1
3,leaves,1.030000,1.320000,0,-1
4,early,1.320000,1.690000,0,-1
5,call,1.690000,2.020000,0,-1
6,me,2.020000,2.160000,0,-1
7,at,2.160000,2.270000,0,-1
8,once,2.270000,2.570000,0,-1
9,so,2.570000,2.840000,0,-1
10,i,2.840000,2.940000,0,-1
11,can,2.940000,3.100000,0,-1
12,change,3.100000,3.490000,0,-1
13,the,3.490000,3.590000,0,-1
14,reservation,3.590000,4.250000,0,-1
