word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,class,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,class,2,studied,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,studied,3,circles,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,circles,4,squares,",",",",soft_pause,0,none,0.100000,0.100000,0.100000,0.100000,0,0
4,squares,5,triangles,",",",",region_break,1,comma_with_lull,0.130000,0.130000,0.130000,0.130000,0,1
5,triangles,6,angles,",",",",region_break,1,comma_with_lull,0.300000,0.300000,0.300000,0.300000,1,2
6,angles,7,fractions,",",",",soft_pause,0,none,0.060000,0.060000,0.060000,0.060000,2,2
7,fractions,8,patterns,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
8,patterns,9,graphs,",",",",region_break,1,comma_with_lull,0.140000,0.140000,0.140000,0.140000,2,3
9,graphs,10,and,",",",",region_break,1,comma_with_lull,0.170000,0.170000,0.170000,0.170000,3,4
10,and,11,simple,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
11,simple,12,equations,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
