ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,09_Oh,toronto's,0,0,0.129562,0.966242,0.878742,1.05374,0.9,0.0862418,0.09,1.34913
1,1,14_ChJjSh,toronto's,0,0,0.388687,1.10624,1.01874,1.19374,0.783,0.0662419,0.09,1.34913
2,2,09_Oh,toronto's,0,0,0.417479,1.20003,1.11253,1.28753,0.82,0.0500855,0.09,1.34913
3,3,09_Oh,toronto's,0,0,0.590229,1.34003,1.25253,1.42753,0.9,0.0600337,0.09,1.34913
4,4,03_Ee,skyline,1,0,0.908308,1.79811,1.71061,1.88561,0.94,0.0691646,0.09,1.34913
5,5,06_Eh,skyline,1,0,1.02594,1.93811,1.85061,2.02561,0.74,0.0581136,0.09,1.34913
6,6,04_Ih,is,2,0,1.41463,2.4668,2.40077,2.53283,0.54,0.0825038,0.09,1.34913
7,7,06_Eh,home,3,0,1.76749,2.95966,2.87216,3.04716,0.74,0.0828531,0.09,1.34913
8,8,22_MBP,home,3,0,1.78548,3.04265,2.97791,3.10739,1,0.00893712,0.09,1.34913
9,9,11_Oo,to,4,0,2.11395,3.62579,3.55199,3.6996,0.94,-0.761081,0.15,1.34913
10,10,24_Tongue_Th,the,5,0,2.26654,3.84931,3.81046,3.88815,0.42,-0.537568,0.15,1.34913
11,11,06_Eh,the,5,0,2.40186,3.98931,3.91939,4.05923,0.74,-0.397568,0.15,1.34913
12,12,12_Ww-Oo-,world's,6,0,2.56726,4.25501,4.16869,4.34133,1,-0.131867,0.15,1.34913
13,13,09_Oh,world's,6,0,2.74321,4.39501,4.30751,4.48251,0.82,0.00813293,0.15,1.34913
14,14,07_Aa,tallest,7,0,3.02427,4.81607,4.72857,4.90357,0.94,0.484699,0.15,1.34913
15,15,07_Aa,tallest,7,0,3.21731,4.95607,4.86857,5.04357,0.94,0.624699,0.15,1.34913
16,16,09_Oh,outdoor,8,0,3.51441,5.33687,5.24937,5.42438,0.9,0.95,0.15,1.34913
17,17,11_Oo,outdoor,8,0,3.74516,5.37687,5.28937,5.46438,1,0.99,0.15,1.34913
18,18,22_MBP,billboard,9,0,4.02603,5.44688,5.35938,5.53438,1,1.06,0.15,1.34913
19,19,07_Aa,billboard,9,0,4.31011,5.48688,5.39937,5.57438,0.94,1.1,0.15,1.34913
