EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,09_Oh,OOO,toronto's,0,0,0.00789474,0.0489474,0.129562,0.9,SimpleBudgetV1
1,14_ChJjSh,FVS,toronto's,0,0,0.0678947,0.102632,0.388687,0.783,SimpleBudgetV1
2,09_Oh,OOO,toronto's,0,0,0.0505263,0.132632,0.417479,0.82,SimpleBudgetV1
3,09_Oh,OOO,toronto's,0,0,0.105789,0.153158,0.590229,0.9,SimpleBudgetV1
4,03_Ee,EEE,skyline,1,0,0.183038,0.215459,0.908308,0.94,SimpleBudgetV1
5,06_Eh,EEE,skyline,1,0,0.194947,0.255158,1.02594,0.74,SimpleBudgetV1
6,04_Ih,EEE,is,2,0,0.299579,0.321053,1.41463,0.54,SimpleBudgetV1
7,06_Eh,EEE,home,3,0,0.364912,0.410526,1.76749,0.74,SimpleBudgetV1
8,22_MBP,MBP,home,3,0,0.38114,0.402193,1.78548,1,SimpleBudgetV1
9,11_Oo,OOO,to,4,0,0.451719,0.475719,2.11395,0.94,SimpleBudgetV1
10,24_Tongue_Th,FVS,the,5,0,0.490877,0.503509,2.26654,0.42,SimpleBudgetV1
11,06_Eh,EEE,the,5,0,0.515509,0.538246,2.40186,0.74,SimpleBudgetV1
12,12_Ww-Oo-,WUH,world's,6,0,0.549123,0.577193,2.56726,1,SimpleBudgetV1
13,09_Oh,OOO,world's,6,0,0.578947,0.624561,2.74321,0.82,SimpleBudgetV1
14,07_Aa,AAA,tallest,7,0,0.647198,0.679619,3.02427,0.94,SimpleBudgetV1
15,07_Aa,AAA,tallest,7,0,0.675649,0.73586,3.21731,0.94,SimpleBudgetV1
16,09_Oh,OOO,outdoor,8,0,0.754717,0.787138,3.51441,0.9,SimpleBudgetV1
17,11_Oo,OOO,outdoor,8,0,0.791439,0.851649,3.74516,1,SimpleBudgetV1
18,22_MBP,MBP,billboard,9,0,0.867579,0.898737,4.02603,1,SimpleBudgetV1
19,07_Aa,AAA,billboard,9,0,0.911719,0.979228,4.31011,0.94,SimpleBudgetV1
