word_index,word,start,end,speech_region_index,sentence_index
0,i,0.440000,0.550000,0,-1
1,found,0.550000,0.910000,0,-1
2,your,0.910000,1.000000,0,-1
3,message,1.000000,1.430000,0,-1
4,this,1.430000,1.660000,0,-1
5,morning,1.660000,2.050000,0,-1
6,thank,2.500000,2.780000,1,-1
7,you,2.780000,2.860000,1,-1
8,for,2.860000,3.010000,1,-1
9,explaining,3.010000,3.520000,1,-1
10,the,3.520000,3.600000,1,-1
11,change,3.600000,4.040000,1,-1
12,so,4.040000,4.330000,1,-1
13,clearly,4.330000,4.920000,1,-1
