start,end,pose,word,confidence
0.139200,0.274200,07_Aa,cambodia,1.0
0.204200,0.309200,22_MBP,cambodia,1.0
0.246500,0.381500,09_Oh,cambodia,1.0
0.366500,0.501500,03_Ee,cambodia,1.0
0.726500,0.861500,07_Aa,has,1.0
0.951500,1.086500,06_Eh,angkor,1.0
1.051500,1.186500,12_Ww-Oo-,wat,1.0
1.211500,1.346500,09_Oh,wat,1.0
1.451500,1.586500,07_Aa,and,1.0
2.211500,2.346500,03_Ee,delicious,1.0
2.349500,2.444500,14_ChJjSh,delicious,1.0
2.711500,2.846500,12_Ww-Oo-,cuisine,1.0
3.021500,3.156500,03_Ee,cuisine,1.0
3.706500,3.841500,03_Ee,need,1.0
3.876500,4.011500,06_Eh,anything,1.0
4.056500,4.191500,03_Ee,anything,1.0
4.426500,4.561500,06_Eh,else,1.0
