start,end,pose,word,confidence
0.320000,0.450000,05_Ay,i,1.0
0.450000,0.530000,22_MBP,prefer,1.0
0.610000,0.730000,20_FV,prefer,1.0
0.730000,0.870000,06_Eh,prefer,1.0
0.870000,0.920000,07_Aa,a,1.0
1.190000,1.330000,09_Oh,strong,1.0
1.380000,2.160000,06_Eh,espresso,1.0
1.577500,1.682500,22_MBP,espresso,1.0
1.681500,1.816500,06_Eh,espresso,1.0
1.886500,2.021500,09_Oh,espresso,1.0
2.740000,2.780000,12_Ww-Oo-,what,1.0
2.780000,2.840000,07_Aa,what,1.0
2.950000,3.010000,22_MBP,about,1.0
3.010000,3.110000,07_Aa,about,1.0
3.320000,3.620000,11_Oo,you,1.0
