start,end,pose,word,confidence
0.300000,0.450000,22_MBP,maybe,1.0
0.450000,0.630000,06_Eh,maybe,1.0
0.690000,0.760000,03_Ee,maybe,1.0
0.760000,0.860000,20_FV,visit,1.0
0.860000,0.960000,03_Ee,visit,1.0
1.210000,1.320000,09_Oh,tokyo,1.0
1.400000,1.470000,03_Ee,tokyo,1.0
1.470000,1.530000,09_Oh,tokyo,1.0
1.620000,1.820000,07_Aa,tower,1.0
1.950000,2.020000,09_Oh,or,1.0
2.180000,2.320000,05_Ay,hike,1.0
2.390000,2.440000,03_Ee,in,1.0
2.500000,2.530000,22_MBP,mt,1.0
2.530000,2.660000,07_Aa,mt,1.0
2.730000,2.820000,20_FV,fuji,1.0
2.820000,2.940000,11_Oo,fuji,1.0
2.940000,3.030000,14_ChJjSh,fuji,1.0
3.030000,3.240000,03_Ee,fuji,1.0
3.750000,3.880000,12_Ww-Oo-,want,1.0
3.880000,3.970000,07_Aa,want,1.0
4.030000,4.060000,07_Aa,a,1.0
4.170000,4.300000,07_Aa,sandwich,1.0
4.410000,4.480000,12_Ww-Oo-,sandwich,1.0
4.480000,4.740000,14_ChJjSh,sandwich,1.0
