start,end,pose,word,confidence
0.039200,0.174200,07_Aa,armenia,1.0
0.182500,0.287500,22_MBP,armenia,1.0
0.296500,0.431500,03_Ee,armenia,1.0
0.814000,0.924000,05_Ay,is,1.0
1.016500,1.151500,07_Aa,the,1.0
1.140000,1.240000,20_FV,first,1.0
1.286500,1.421500,06_Eh,first,1.0
1.656500,1.791500,07_Aa,country,1.0
1.951500,2.086500,03_Ee,country,1.0
2.041500,2.176500,03_Ee,in,1.0
2.286500,2.421500,07_Aa,the,1.0
2.376500,2.511500,12_Ww-Oo-,world,1.0
2.441500,2.576500,06_Eh,world,1.0
2.741500,2.876500,11_Oo,to,1.0
2.971500,3.106500,07_Aa,adopt,1.0
3.036500,3.141500,22_MBP,adopt,1.0
3.291500,3.426500,03_Ee,christianity,1.0
3.519500,3.614500,14_ChJjSh,christianity,1.0
3.591500,3.726500,03_Ee,christianity,1.0
3.651500,3.786500,07_Aa,christianity,1.0
3.976500,4.111500,03_Ee,christianity,1.0
4.361500,4.496500,06_Eh,as,1.0
4.471500,4.606500,03_Ee,its,1.0
4.850000,4.950000,20_FV,official,1.0
4.891500,5.026500,03_Ee,official,1.0
4.979500,5.074500,14_ChJjSh,official,1.0
5.421500,5.556500,03_Ee,religion,1.0
5.491500,5.586500,14_ChJjSh,religion,1.0
