start,end,pose,word,confidence
0.000000,0.660000,22_MBP,malawi,1.0
0.201500,0.336500,07_Aa,malawi,1.0
0.256500,0.391500,12_Ww-Oo-,malawi,1.0
0.341500,0.476500,03_Ee,malawi,1.0
1.520000,1.570000,22_MBP,beautiful,1.0
1.660000,1.700000,11_Oo,beautiful,1.0
1.780000,1.850000,20_FV,beautiful,1.0
2.070000,2.190000,06_Eh,lakes,1.0
2.330000,2.370000,07_Aa,and,1.0
2.470000,2.530000,12_Ww-Oo-,wildlife,1.0
2.530000,2.680000,05_Ay,wildlife,1.0
3.030000,3.230000,20_FV,wildlife,1.0
3.680000,3.810000,12_Ww-Oo-,want,1.0
3.810000,3.890000,07_Aa,want,1.0
4.050000,4.080000,07_Aa,some,1.0
4.080000,4.150000,22_MBP,some,1.0
4.150000,4.270000,14_ChJjSh,chips,1.0
4.270000,4.370000,03_Ee,chips,1.0
4.370000,4.460000,22_MBP,chips,1.0
