start,end,pose,word,confidence
2.380000,2.490000,22_MBP,maybe,1.0
2.490000,2.630000,06_Eh,maybe,1.0
2.680000,2.800000,03_Ee,maybe,1.0
3.000000,3.200000,05_Ay,try,1.0
3.260000,3.330000,07_Aa,the,1.0
3.450000,3.550000,09_Oh,horse,1.0
3.890000,4.030000,05_Ay,riding,1.0
4.180000,4.240000,03_Ee,in,1.0
4.270000,5.020000,07_Aa,almaty,1.0
4.542500,4.647500,22_MBP,almaty,1.0
4.656500,4.791500,07_Aa,almaty,1.0
4.826500,4.961500,03_Ee,almaty,1.0
5.060000,5.170000,09_Oh,or,1.0
5.240000,5.330000,20_FV,visit,1.0
5.330000,5.400000,03_Ee,visit,1.0
5.620000,5.670000,07_Aa,the,1.0
5.771500,5.906500,06_Eh,kokshetau,1.0
6.510000,6.570000,22_MBP,observatory,1.0
6.660000,6.780000,06_Eh,observatory,1.0
6.780000,6.830000,20_FV,observatory,1.0
6.980000,7.050000,09_Oh,observatory,1.0
7.150000,7.340000,03_Ee,observatory,1.0
7.840000,7.920000,12_Ww-Oo-,want,1.0
7.920000,7.980000,07_Aa,want,1.0
8.040000,8.070000,07_Aa,a,1.0
8.190000,8.300000,07_Aa,sandwich,1.0
8.420000,8.490000,12_Ww-Oo-,sandwich,1.0
8.490000,8.740000,14_ChJjSh,sandwich,1.0
