start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.150000,0.240000,03_Ee,did,1.0,0,0,0
0.390000,0.450000,11_Oo,you,1.0,1,0,0
0.530000,0.670000,09_Oh,know,1.0,2,0,0
0.670000,0.800000,20_FV,france,1.0,3,0,0
0.860000,1.000000,07_Aa,france,1.0,3,0,0
1.110000,1.210000,05_Ay,is,1.0,4,0,0
1.360000,1.540000,09_Oh,home,1.0,5,0,0
1.540000,1.610000,22_MBP,home,1.0,5,0,0
1.660000,1.710000,11_Oo,to,1.0,6,0,0
1.760000,1.850000,07_Aa,the,1.0,7,0,0
1.890000,1.970000,09_Oh,oldest,1.0,8,0,0
2.340000,2.480000,09_Oh,known,1.0,9,0,0
2.610000,2.770000,06_Eh,cave,1.0,10,0,0
2.770000,2.830000,20_FV,cave,1.0,10,0,0
2.830000,2.880000,22_MBP,paintings,1.0,11,0,0
2.880000,3.000000,06_Eh,paintings,1.0,11,0,0
