start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.060000,0.160000,22_MBP,brunei,1.0,0,0,0
0.220000,0.320000,11_Oo,brunei,1.0,0,0,0
0.390000,0.640000,05_Ay,brunei,1.0,0,0,0
0.790000,0.900000,07_Aa,has,1.0,1,0,0
0.980000,1.110000,22_MBP,beautiful,1.0,2,0,0
1.220000,1.270000,11_Oo,beautiful,1.0,2,0,0
1.360000,1.450000,20_FV,beautiful,1.0,2,0,0
1.540000,1.650000,22_MBP,mosques,1.0,3,0,0
1.650000,1.860000,07_Aa,mosques,1.0,3,0,0
2.120000,2.200000,07_Aa,and,1.0,4,0,0
2.390000,2.640000,09_Oh,oil,1.0,5,0,0
2.710000,2.780000,12_Ww-Oo-,wealth,1.0,6,0,0
2.780000,2.860000,06_Eh,wealth,1.0,6,0,0
3.860000,3.970000,03_Ee,need,1.0,7,1,1
4.010000,4.080000,06_Eh,anything,1.0,8,1,1
4.130000,4.190000,03_Ee,anything,1.0,8,1,1
4.390000,4.460000,06_Eh,else,1.0,9,1,1
