start,end,pose,word,confidence
0.280000,0.390000,09_Oh,costa,1.0
0.530000,0.590000,07_Aa,costa,1.0
0.690000,0.790000,03_Ee,rica,1.0
1.040000,1.150000,07_Aa,has,1.0
1.220000,1.360000,22_MBP,plenty,1.0
1.420000,1.480000,06_Eh,plenty,1.0
1.550000,1.640000,03_Ee,plenty,1.0
1.640000,1.700000,07_Aa,of,1.0
1.700000,1.750000,20_FV,of,1.0
1.830000,1.950000,07_Aa,national,1.0
1.950000,2.060000,14_ChJjSh,national,1.0
2.200000,2.300000,22_MBP,parks,1.0
2.300000,2.380000,07_Aa,parks,1.0
2.690000,2.770000,07_Aa,and,1.0
3.050000,3.130000,11_Oo,cute,1.0
3.370000,3.530000,09_Oh,sloths,1.0
