start,end,pose,word,confidence
0.259200,0.394200,07_Aa,antigua,1.0
0.506500,0.641500,03_Ee,antigua,1.0
0.636500,0.771500,12_Ww-Oo-,antigua,1.0
0.881500,1.016500,07_Aa,has,1.0
1.081500,1.216500,07_Aa,some,1.0
1.146500,1.251500,22_MBP,some,1.0
1.181500,1.316500,07_Aa,of,1.0
1.249000,1.349000,20_FV,of,1.0
1.291500,1.426500,07_Aa,the,1.0
1.356500,1.461500,22_MBP,most,1.0
1.406500,1.541500,09_Oh,most,1.0
1.587500,1.692500,22_MBP,beautiful,1.0
1.736500,1.871500,11_Oo,beautiful,1.0
1.880000,1.980000,20_FV,beautiful,1.0
2.037500,2.142500,22_MBP,beaches,1.0
2.121500,2.256500,03_Ee,beaches,1.0
2.204500,2.299500,14_ChJjSh,beaches,1.0
2.466500,2.601500,03_Ee,in,1.0
2.611500,2.746500,07_Aa,the,1.0
2.771500,2.906500,03_Ee,caribbean,1.0
2.836500,2.941500,22_MBP,caribbean,1.0
2.871500,3.006500,03_Ee,caribbean,1.0
