start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.070000,0.190000,05_Ay,i,1.0,0,0,0
0.190000,0.290000,06_Eh,enjoy,1.0,1,0,0
0.360000,0.450000,14_ChJjSh,enjoy,1.0,1,0,0
0.450000,0.610000,09_Oh,enjoy,1.0,1,0,0
0.660000,0.690000,07_Aa,the,1.0,2,0,0
0.690000,1.100000,20_FV,veggie,1.0,3,0,0
0.826500,0.961500,06_Eh,veggie,1.0,3,0,0
0.914500,1.009500,14_ChJjSh,veggie,1.0,3,0,0
1.001500,1.136500,03_Ee,veggie,1.0,3,0,0
1.100000,1.240000,12_Ww-Oo-,one,1.0,4,0,0
1.240000,1.330000,07_Aa,one,1.0,4,0,0
1.400000,1.480000,22_MBP,myself,1.0,5,0,0
1.480000,1.590000,05_Ay,myself,1.0,5,0,0
1.760000,1.870000,06_Eh,myself,1.0,5,0,0
1.960000,2.160000,20_FV,myself,1.0,5,0,0
2.750000,2.920000,05_Ay,light,1.0,6,1,1
3.060000,3.140000,07_Aa,and,1.0,7,1,1
3.250000,3.380000,20_FV,fresh,1.0,8,1,1
3.460000,3.560000,06_Eh,fresh,1.0,8,1,1
3.560000,3.850000,14_ChJjSh,fresh,1.0,8,1,1
