start,end,pose,word,confidence
0.000000,0.110000,20_FV,visit,1.0
0.110000,0.200000,03_Ee,visit,1.0
0.410000,0.510000,22_MBP,petra,1.0
0.510000,0.600000,06_Eh,petra,1.0
0.940000,1.010000,09_Oh,or,1.0
1.260000,1.420000,09_Oh,soak,1.0
1.500000,1.560000,03_Ee,in,1.0
1.700000,1.820000,06_Eh,dead,1.0
2.040000,2.350000,03_Ee,sea,1.0
2.530000,2.670000,12_Ww-Oo-,want,1.0
2.670000,2.740000,07_Aa,want,1.0
2.800000,2.840000,07_Aa,a,1.0
2.980000,3.120000,07_Aa,sandwich,1.0
3.260000,3.320000,12_Ww-Oo-,sandwich,1.0
3.320000,3.570000,14_ChJjSh,sandwich,1.0
