start,end,pose,word,confidence
0.090000,0.150000,03_Ee,did,1.0
0.290000,0.410000,11_Oo,you,1.0
0.470000,0.850000,09_Oh,know,1.0
0.890000,1.020000,14_ChJjSh,china,1.0
1.020000,1.190000,05_Ay,china,1.0
1.420000,1.520000,07_Aa,has,1.0
1.630000,1.670000,07_Aa,the,1.0
1.670000,1.750000,22_MBP,most,1.0
1.750000,1.870000,09_Oh,most,1.0
4.418601,4.553601,11_Oo,unesco,1.0
4.468601,4.603601,06_Eh,unesco,1.0
4.518601,4.653602,09_Oh,unesco,1.0
4.568602,4.703602,12_Ww-Oo-,world,1.0
4.618602,4.753602,06_Eh,world,1.0
4.668602,4.803602,06_Eh,heritage,1.0
4.738602,4.833602,14_ChJjSh,heritage,1.0
4.781103,4.891102,05_Ay,sites,1.0
4.818603,4.953603,03_Ee,need,1.0
4.868603,5.003603,06_Eh,anything,1.0
4.918603,5.053603,03_Ee,anything,1.0
4.968603,5.103603,06_Eh,else,1.0
