start,end,pose,word,confidence
0.130000,0.270000,22_MBP,madagascar,1.0
0.270000,0.390000,07_Aa,madagascar,1.0
1.860000,2.230000,07_Aa,ah,1.0
2.300000,2.410000,07_Aa,the,1.0
2.410000,2.580000,05_Ay,island,1.0
2.780000,2.840000,07_Aa,of,1.0
2.840000,2.910000,20_FV,of,1.0
3.030000,3.190000,03_Ee,lemurs,1.0
3.190000,3.260000,22_MBP,lemurs,1.0
3.480000,3.560000,07_Aa,and,1.0
3.620000,3.660000,20_FV,vanilla,1.0
3.800000,3.860000,03_Ee,vanilla,1.0
4.700000,4.770000,12_Ww-Oo-,want,1.0
4.770000,4.880000,07_Aa,want,1.0
5.000000,5.040000,07_Aa,some,1.0
5.040000,5.100000,22_MBP,some,1.0
5.100000,5.230000,14_ChJjSh,chips,1.0
5.230000,5.390000,03_Ee,chips,1.0
5.390000,5.460000,22_MBP,chips,1.0
