start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.290000,0.370000,12_Ww-Oo-,we've,1.0,0,0,0
0.370000,0.440000,03_Ee,we've,1.0,0,0,0
0.440000,0.510000,20_FV,we've,1.0,0,0,0
0.560000,0.700000,07_Aa,got,1.0,1,0,0
0.860000,0.990000,06_Eh,turkey,1.0,2,0,0
1.090000,1.300000,03_Ee,turkey,1.0,2,0,0
1.400000,1.660000,07_Aa,ham,1.0,3,1,0
1.660000,1.730000,22_MBP,ham,1.0,3,1,0
1.760000,1.850000,07_Aa,and,1.0,4,2,0
1.920000,2.350000,20_FV,veggie,1.0,5,2,0
2.737500,2.872500,06_Eh,veggie,1.0,5,2,0
2.807500,2.902500,14_ChJjSh,veggie,1.0,5,2,0
2.837500,2.972500,03_Ee,veggie,1.0,5,2,0
2.887500,3.022500,12_Ww-Oo-,which,1.0,6,3,1
2.937500,3.072500,03_Ee,which,1.0,6,3,1
3.007500,3.102499,14_ChJjSh,which,1.0,6,3,1
3.037499,3.172500,12_Ww-Oo-,one,1.0,7,3,1
3.087499,3.222500,07_Aa,one,1.0,7,3,1
3.137499,3.272500,07_Aa,sounds,1.0,8,3,1
3.330000,3.550000,11_Oo,good,1.0,9,3,1
