start,end,pose,word,confidence
0.479200,0.614200,03_Ee,indonesia's,1.0
0.676500,0.811500,09_Oh,indonesia's,1.0
0.851500,0.986500,03_Ee,indonesia's,1.0
0.949500,1.044500,14_ChJjSh,indonesia's,1.0
1.396500,1.531500,07_Aa,satay,1.0
1.611500,1.746500,06_Eh,satay,1.0
1.784000,1.894000,05_Ay,is,1.0
1.970000,2.070000,20_FV,flavorful,1.0
2.111500,2.246500,06_Eh,flavorful,1.0
3.216500,3.351500,12_Ww-Oo-,want,1.0
3.266500,3.401500,07_Aa,want,1.0
3.431500,3.566500,07_Aa,a,1.0
3.606500,3.741500,07_Aa,sandwich,1.0
3.791500,3.926500,12_Ww-Oo-,sandwich,1.0
3.974500,4.069500,14_ChJjSh,sandwich,1.0
4.021500,4.156500,12_Ww-Oo-,with,1.0
4.096500,4.231500,03_Ee,with,1.0
4.197500,4.302500,22_MBP,peanut,1.0
4.306500,4.441500,03_Ee,peanut,1.0
4.721500,4.856500,09_Oh,sauce,1.0
