start,end,pose,word,confidence
0.421600,0.526600,22_MBP,mongolia,1.0
0.551500,0.686500,07_Aa,mongolia,1.0
0.876500,1.011500,09_Oh,mongolia,1.0
1.166500,1.301500,03_Ee,mongolia,1.0
2.075000,2.175000,20_FV,vast,1.0
2.161500,2.296500,07_Aa,vast,1.0
2.501500,2.636500,06_Eh,steppes,1.0
2.567500,2.672500,22_MBP,steppes,1.0
2.781500,2.916500,07_Aa,and,1.0
3.081500,3.216500,09_Oh,nomadic,1.0
3.146500,3.251500,22_MBP,nomadic,1.0
3.181500,3.316500,07_Aa,nomadic,1.0
3.496500,3.631500,07_Aa,culture,1.0
3.639500,3.734500,14_ChJjSh,culture,1.0
4.353800,4.488800,12_Ww-Oo-,want,1.0
4.431500,4.566500,07_Aa,want,1.0
4.726500,4.861500,07_Aa,some,1.0
4.807500,4.912500,22_MBP,some,1.0
4.909500,5.004500,14_ChJjSh,chips,1.0
5.031500,5.166500,03_Ee,chips,1.0
5.197500,5.302500,22_MBP,chips,1.0
