start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.190000,0.280000,03_Ee,ethiopia,1.0,0,0,0
0.530000,0.670000,09_Oh,ethiopia,1.0,0,0,0
0.670000,0.750000,22_MBP,ethiopia,1.0,0,0,0
0.750000,0.840000,03_Ee,ethiopia,1.0,0,0,0
1.040000,1.220000,07_Aa,has,1.0,1,0,0
1.420000,1.590000,06_Eh,ancient,1.0,2,0,0
1.630000,1.730000,14_ChJjSh,ancient,1.0,2,0,0
1.980000,2.140000,11_Oo,ruins,1.0,3,0,0
2.380000,2.480000,07_Aa,and,1.0,4,0,0
2.740000,2.820000,03_Ee,delicious,1.0,5,0,0
2.820000,2.910000,14_ChJjSh,delicious,1.0,5,0,0
3.130000,3.320000,07_Aa,coffee,1.0,6,0,0
3.320000,3.400000,20_FV,coffee,1.0,6,0,0
3.400000,3.670000,03_Ee,coffee,1.0,6,0,0
4.230000,4.340000,12_Ww-Oo-,want,1.0,7,1,1
4.340000,4.390000,07_Aa,want,1.0,7,1,1
4.460000,4.500000,11_Oo,to,1.0,8,1,1
4.630000,4.730000,05_Ay,try,1.0,9,1,1
4.830000,4.880000,07_Aa,some,1.0,10,1,1
4.880000,4.930000,22_MBP,some,1.0,10,1,1
4.930000,5.040000,14_ChJjSh,chips,1.0,11,1,1
5.040000,5.220000,03_Ee,chips,1.0,11,1,1
5.220000,5.280000,22_MBP,chips,1.0,11,1,1
