start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.170000,0.270000,06_Eh,haiti's,1.0,0,0,0
0.340000,0.430000,03_Ee,haiti's,1.0,0,0,0
0.340000,0.426500,06_Eh,griot,1.0,1,0,0
0.910000,0.970000,05_Ay,is,1.0,2,0,0
1.110000,1.170000,07_Aa,hearty,1.0,3,0,0
1.290000,1.470000,03_Ee,hearty,1.0,3,0,0
1.910000,2.030000,12_Ww-Oo-,want,1.0,4,1,1
2.030000,2.090000,07_Aa,want,1.0,4,1,1
2.150000,2.180000,07_Aa,a,1.0,5,1,1
2.310000,2.450000,07_Aa,sandwich,1.0,6,1,1
2.520000,2.560000,12_Ww-Oo-,sandwich,1.0,6,1,1
2.610000,2.720000,14_ChJjSh,sandwich,1.0,6,1,1
2.770000,2.810000,11_Oo,to,1.0,7,1,1
2.810000,2.880000,22_MBP,pair,1.0,8,1,1
2.880000,2.960000,06_Eh,pair,1.0,8,1,1
3.020000,3.060000,12_Ww-Oo-,with,1.0,9,1,1
3.060000,3.100000,03_Ee,with,1.0,9,1,1
3.180000,3.320000,07_Aa,that,1.0,10,1,1
