start,end,pose,word,confidence
0.000000,0.160000,09_Oh,alright,1.0
0.350000,0.530000,05_Ay,alright,1.0
1.470000,1.640000,09_Oh,no,1.0
1.640000,1.740000,22_MBP,more,1.0
1.740000,1.820000,09_Oh,more,1.0
2.040000,2.190000,07_Aa,sandwiches,1.0
2.290000,2.330000,12_Ww-Oo-,sandwiches,1.0
2.430000,2.490000,14_ChJjSh,sandwiches,1.0
2.570000,2.670000,20_FV,for,1.0
2.670000,2.710000,09_Oh,for,1.0
2.940000,3.220000,11_Oo,you,1.0
3.890000,3.970000,12_Ww-Oo-,want,1.0
3.970000,4.050000,07_Aa,want,1.0
4.210000,4.250000,07_Aa,some,1.0
4.250000,4.310000,22_MBP,some,1.0
4.310000,4.460000,14_ChJjSh,chips,1.0
4.460000,4.540000,03_Ee,chips,1.0
4.540000,4.600000,22_MBP,chips,1.0
4.680000,4.720000,03_Ee,instead,1.0
4.930000,5.070000,06_Eh,instead,1.0
