start,end,pose,word,confidence
0.201500,0.336500,03_Ee,did,1.0
0.456500,0.591500,11_Oo,you,1.0
0.646500,0.781500,09_Oh,know,1.0
0.801500,0.936500,07_Aa,argentina,1.0
1.014500,1.109500,14_ChJjSh,argentina,1.0
1.286500,1.421500,03_Ee,argentina,1.0
1.631500,1.766500,07_Aa,has,1.0
1.861500,1.996500,07_Aa,the,1.0
2.021500,2.156500,07_Aa,largest,1.0
2.129500,2.224500,14_ChJjSh,largest,1.0
2.327500,2.432500,22_MBP,penguin,1.0
2.441500,2.576500,06_Eh,penguin,1.0
2.591500,2.726500,12_Ww-Oo-,penguin,1.0
2.901500,3.036500,07_Aa,colony,1.0
3.226500,3.361500,03_Ee,colony,1.0
3.311500,3.446500,03_Ee,in,1.0
3.506500,3.641500,07_Aa,the,1.0
3.596500,3.731500,12_Ww-Oo-,world,1.0
3.666500,3.801500,06_Eh,world,1.0
