start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.110000,0.230000,07_Aa,haven't,1.0,0,0,0
0.230000,0.280000,20_FV,haven't,1.0,0,0,0
0.510000,0.630000,06_Eh,heard,1.0,1,0,0
0.670000,0.700000,07_Aa,of,1.0,2,0,0
0.700000,0.770000,20_FV,of,1.0,2,0,0
0.810000,0.920000,07_Aa,that,1.0,3,0,0
1.010000,1.070000,12_Ww-Oo-,one,1.0,4,0,0
1.070000,1.150000,07_Aa,one,1.0,4,0,0
1.390000,1.480000,12_Ww-Oo-,want,1.0,5,1,1
1.480000,1.550000,07_Aa,want,1.0,5,1,1
1.610000,1.640000,07_Aa,a,1.0,6,1,1
1.760000,1.900000,07_Aa,sandwich,1.0,7,1,1
1.980000,2.020000,12_Ww-Oo-,sandwich,1.0,7,1,1
2.090000,2.290000,14_ChJjSh,sandwich,1.0,7,1,1
