start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.100000,0.280000,22_MBP,micronesia,1.0,0,0,0
0.280000,0.400000,05_Ay,micronesia,1.0,0,0,0
0.580000,0.660000,09_Oh,micronesia,1.0,0,0,0
0.760000,0.910000,03_Ee,micronesia,1.0,0,0,0
0.910000,1.030000,14_ChJjSh,micronesia,1.0,0,0,0
1.800000,1.920000,05_Ay,tiny,1.0,1,1,1
1.970000,2.070000,03_Ee,tiny,1.0,1,1,1
2.070000,2.230000,05_Ay,islands,1.0,2,1,1
2.510000,2.600000,22_MBP,mostly,1.0,3,2,1
2.600000,2.700000,09_Oh,mostly,1.0,3,2,1
2.900000,2.960000,03_Ee,mostly,1.0,3,2,1
3.200000,3.450000,09_Oh,unknown,1.0,4,2,1
3.820000,3.950000,12_Ww-Oo-,want,1.0,5,3,2
3.950000,4.040000,07_Aa,want,1.0,5,3,2
4.180000,4.220000,07_Aa,some,1.0,6,3,2
4.220000,4.280000,22_MBP,some,1.0,6,3,2
4.280000,4.400000,14_ChJjSh,chips,1.0,7,3,2
4.400000,4.540000,03_Ee,chips,1.0,7,3,2
4.540000,4.610000,22_MBP,chips,1.0,7,3,2
