start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.000000,0.140000,20_FV,finland,1.0,0,0,0
0.140000,0.210000,03_Ee,finland,1.0,0,0,0
0.300000,0.360000,07_Aa,finland,1.0,0,0,0
0.480000,0.580000,07_Aa,has,1.0,1,0,0
0.690000,0.730000,07_Aa,the,1.0,2,0,0
0.820000,0.910000,09_Oh,northern,1.0,3,0,0
1.210000,1.340000,05_Ay,lights,1.0,4,0,0
1.470000,1.540000,07_Aa,and,1.0,5,0,0
1.660000,1.750000,07_Aa,lots,1.0,6,0,0
1.860000,1.910000,07_Aa,of,1.0,7,0,0
1.910000,1.970000,20_FV,of,1.0,7,0,0
2.040000,2.150000,06_Eh,lakes,1.0,8,0,0
2.780000,2.850000,12_Ww-Oo-,want,1.0,9,1,1
2.850000,2.890000,07_Aa,want,1.0,9,1,1
2.940000,2.980000,11_Oo,to,1.0,10,1,1
3.110000,3.200000,05_Ay,try,1.0,11,1,1
3.200000,3.250000,07_Aa,a,1.0,12,1,1
3.370000,3.500000,07_Aa,sandwich,1.0,13,1,1
3.600000,3.660000,12_Ww-Oo-,sandwich,1.0,13,1,1
3.660000,3.860000,14_ChJjSh,sandwich,1.0,13,1,1
