start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.000000,0.110000,22_MBP,maybe,1.0,0,0,0
0.110000,0.260000,06_Eh,maybe,1.0,0,0,0
0.320000,0.360000,03_Ee,maybe,1.0,0,0,0
0.540000,0.630000,11_Oo,you,1.0,1,0,0
0.630000,0.740000,22_MBP,meant,1.0,2,0,0
0.740000,0.840000,06_Eh,meant,1.0,2,0,0
1.040000,1.180000,22_MBP,buddhism,1.0,3,0,0
1.180000,1.280000,11_Oo,buddhism,1.0,3,0,0
2.180000,2.270000,03_Ee,it's,1.0,4,1,1
2.350000,2.410000,07_Aa,a,1.0,5,1,1
2.640000,2.710000,03_Ee,religion,1.0,6,1,1
2.710000,2.800000,14_ChJjSh,religion,1.0,6,1,1
2.930000,2.980000,12_Ww-Oo-,with,1.0,7,1,1
2.980000,3.020000,03_Ee,with,1.0,7,1,1
3.090000,3.230000,22_MBP,millions,1.0,8,1,1
3.230000,3.300000,03_Ee,millions,1.0,8,1,1
3.620000,3.680000,07_Aa,of,1.0,9,1,1
3.680000,3.740000,20_FV,of,1.0,9,1,1
3.740000,3.850000,20_FV,followers,1.0,10,1,1
3.850000,3.970000,07_Aa,followers,1.0,10,1,1
4.050000,4.170000,09_Oh,followers,1.0,10,1,1
4.350000,4.490000,12_Ww-Oo-,worldwide,1.0,11,1,1
4.490000,4.600000,06_Eh,worldwide,1.0,11,1,1
4.700000,4.830000,12_Ww-Oo-,worldwide,1.0,11,1,1
4.830000,5.100000,05_Ay,worldwide,1.0,11,1,1
