start,end,pose,word,confidence,word_index,phrase_index,sentence_index
1.310000,1.920000,22_MBP,belarus,1.0,0,0,0
1.331500,1.466500,06_Eh,belarus,1.0,0,0,0
1.486500,1.621500,07_Aa,belarus,1.0,0,0,0
1.960000,2.040000,05_Ay,is,1.0,1,0,0
2.230000,2.450000,09_Oh,known,1.0,2,0,0
2.570000,2.680000,20_FV,for,1.0,3,0,0
2.680000,2.710000,09_Oh,for,1.0,3,0,0
2.770000,2.810000,03_Ee,its,1.0,4,0,0
3.170000,3.230000,09_Oh,historic,1.0,5,0,0
3.560000,3.630000,03_Ee,cities,1.0,6,0,0
3.880000,3.930000,07_Aa,and,1.0,7,0,0
4.030000,4.120000,20_FV,forests,1.0,8,0,0
4.120000,4.200000,09_Oh,forests,1.0,8,0,0
