start,end,pose,word,confidence
0.102500,0.207500,22_MBP,gabon,1.0
0.216500,0.351500,07_Aa,gabon,1.0
0.500000,0.600000,07_Aa,has,1.0
0.814000,0.924000,05_Ay,rainforests,1.0
0.985000,1.085000,20_FV,rainforests,1.0
1.066500,1.201500,09_Oh,rainforests,1.0
1.500000,1.600000,20_FV,full,1.0
1.626500,1.761500,11_Oo,full,1.0
1.801500,1.936500,07_Aa,of,1.0
1.935000,2.035000,20_FV,of,1.0
2.231500,2.366500,07_Aa,exotic,1.0
2.527500,2.632500,22_MBP,plants,1.0
2.611500,2.746500,07_Aa,plants,1.0
2.831500,2.966500,07_Aa,and,1.0
2.941500,3.076500,07_Aa,animals,1.0
2.970000,3.000000,22_MBP,animals,1.0
