start,end,pose,word,confidence
0.420000,0.580000,22_MBP,maybe,1.0
0.580000,0.720000,06_Eh,maybe,1.0
0.780000,0.820000,03_Ee,maybe,1.0
0.950000,1.010000,11_Oo,you,1.0
1.010000,1.070000,22_MBP,meant,1.0
1.070000,1.140000,06_Eh,meant,1.0
1.390000,1.450000,12_Ww-Oo-,switzerland,1.0
1.450000,1.500000,03_Ee,switzerland,1.0
2.580000,2.660000,03_Ee,it's,1.0
2.780000,2.870000,20_FV,famous,1.0
2.870000,3.040000,06_Eh,famous,1.0
3.040000,3.100000,22_MBP,famous,1.0
3.260000,3.320000,20_FV,for,1.0
3.320000,3.350000,09_Oh,for,1.0
3.400000,3.500000,12_Ww-Oo-,watches,1.0
3.500000,3.640000,07_Aa,watches,1.0
3.640000,3.770000,14_ChJjSh,watches,1.0
3.950000,4.010000,07_Aa,and,1.0
4.090000,4.130000,22_MBP,mountains,1.0
4.130000,4.270000,07_Aa,mountains,1.0
