start,end,pose,word,confidence
0.132400,0.227400,14_ChJjSh,check,1.0
0.162400,0.297400,06_Eh,check,1.0
0.212400,0.347400,07_Aa,out,1.0
0.361500,0.496500,07_Aa,the,1.0
0.426500,0.531500,22_MBP,markets,1.0
0.511500,0.646500,07_Aa,markets,1.0
0.901500,1.036500,09_Oh,or,1.0
1.021500,1.156500,07_Aa,the,1.0
1.091500,1.226500,06_Eh,temples,1.0
1.156500,1.261500,22_MBP,temples,1.0
1.943800,2.078800,12_Ww-Oo-,want,1.0
1.993800,2.128800,07_Aa,want,1.0
2.086500,2.221500,07_Aa,a,1.0
2.281500,2.416500,07_Aa,sandwich,1.0
2.451500,2.586500,12_Ww-Oo-,sandwich,1.0
2.629500,2.724500,14_ChJjSh,sandwich,1.0
