start,end,pose,word,confidence
0.110000,0.180000,03_Ee,did,1.0
0.350000,0.440000,11_Oo,you,1.0
0.530000,0.700000,09_Oh,know,1.0
0.700000,0.850000,20_FV,fiji,1.0
0.850000,0.980000,03_Ee,fiji,1.0
0.980000,1.070000,14_ChJjSh,fiji,1.0
1.070000,1.200000,03_Ee,fiji,1.0
1.280000,1.430000,07_Aa,has,1.0
1.540000,1.600000,07_Aa,the,1.0
1.710000,1.790000,07_Aa,largest,1.0
1.860000,1.930000,14_ChJjSh,largest,1.0
2.166500,2.301500,06_Eh,frigatebird,1.0
2.670000,2.710000,03_Ee,in,1.0
2.790000,2.830000,07_Aa,the,1.0
2.830000,2.940000,12_Ww-Oo-,world,1.0
2.940000,3.050000,06_Eh,world,1.0
3.770000,3.820000,12_Ww-Oo-,quite,1.0
3.820000,3.910000,05_Ay,quite,1.0
4.030000,4.090000,07_Aa,the,1.0
4.090000,4.210000,20_FV,flyer,1.0
4.270000,4.420000,05_Ay,flyer,1.0
