start,end,pose,word,confidence
0.309200,0.444200,06_Eh,estonia,1.0
0.531500,0.666500,09_Oh,estonia,1.0
0.681500,0.816500,03_Ee,estonia,1.0
0.951500,1.086500,07_Aa,has,1.0
1.087500,1.192500,22_MBP,beautiful,1.0
1.266500,1.401500,11_Oo,beautiful,1.0
1.475000,1.575000,20_FV,beautiful,1.0
1.761500,1.896500,06_Eh,nature,1.0
1.859500,1.954500,14_ChJjSh,nature,1.0
2.046500,2.181500,07_Aa,and,1.0
2.451500,2.586500,07_Aa,a,1.0
2.616500,2.751500,03_Ee,rich,1.0
2.709500,2.804500,14_ChJjSh,rich,1.0
2.856500,2.991500,03_Ee,history,1.0
4.083800,4.218800,12_Ww-Oo-,want,1.0
4.133800,4.268800,07_Aa,want,1.0
4.251500,4.386500,11_Oo,to,1.0
4.499001,4.609000,05_Ay,try,1.0
4.576500,4.711500,07_Aa,a,1.0
4.781500,4.916500,07_Aa,sandwich,1.0
4.946500,5.081500,12_Ww-Oo-,sandwich,1.0
5.159500,5.254500,14_ChJjSh,sandwich,1.0
