start,end,pose,word,confidence
0.330000,0.360000,05_Ay,liberia,1.0
0.360000,0.450000,22_MBP,liberia,1.0
0.450000,0.510000,03_Ee,liberia,1.0
1.250000,1.340000,03_Ee,interesting,1.0
2.400000,2.580000,09_Oh,known,1.0
2.660000,2.750000,20_FV,for,1.0
2.750000,2.850000,09_Oh,for,1.0
2.950000,3.010000,07_Aa,rubber,1.0
3.010000,3.070000,22_MBP,rubber,1.0
3.170000,3.220000,07_Aa,and,1.0
3.360000,3.520000,07_Aa,coffee,1.0
3.520000,3.620000,20_FV,coffee,1.0
3.620000,3.820000,03_Ee,coffee,1.0
4.060000,4.160000,12_Ww-Oo-,want,1.0
4.160000,4.230000,07_Aa,want,1.0
4.360000,4.390000,07_Aa,some,1.0
4.390000,4.450000,22_MBP,some,1.0
4.450000,4.580000,14_ChJjSh,chips,1.0
4.580000,4.690000,03_Ee,chips,1.0
4.690000,4.770000,22_MBP,chips,1.0
