start,end,pose,word,confidence
0.520000,0.550000,12_Ww-Oo-,guatemala's,1.0
0.550000,0.670000,07_Aa,guatemala's,1.0
0.750000,0.820000,22_MBP,guatemala's,1.0
0.820000,0.950000,07_Aa,guatemala's,1.0
1.186500,1.321500,12_Ww-Oo-,guacamole,1.0
1.276500,1.411500,07_Aa,guacamole,1.0
1.672500,1.777500,22_MBP,guacamole,1.0
1.786500,1.921500,09_Oh,guacamole,1.0
1.986500,2.121500,03_Ee,guacamole,1.0
2.200000,2.310000,05_Ay,is,1.0
2.600000,2.670000,03_Ee,delicious,1.0
2.670000,2.780000,14_ChJjSh,delicious,1.0
3.460000,3.620000,12_Ww-Oo-,want,1.0
3.620000,3.700000,07_Aa,want,1.0
3.760000,3.810000,07_Aa,a,1.0
3.940000,4.090000,07_Aa,sandwich,1.0
4.180000,4.220000,12_Ww-Oo-,sandwich,1.0
4.270000,4.380000,14_ChJjSh,sandwich,1.0
4.380000,4.430000,12_Ww-Oo-,with,1.0
4.430000,4.470000,03_Ee,with,1.0
4.520000,4.680000,07_Aa,avocado,1.0
4.680000,4.730000,20_FV,avocado,1.0
4.900000,5.030000,07_Aa,avocado,1.0
5.070000,5.330000,09_Oh,avocado,1.0
