start,end,pose,word,confidence
0.310000,0.410000,22_MBP,bolivia,1.0
0.540000,0.630000,03_Ee,bolivia,1.0
0.630000,0.690000,20_FV,bolivia,1.0
0.690000,0.780000,03_Ee,bolivia,1.0
0.980000,1.060000,05_Ay,is,1.0
1.160000,1.250000,12_Ww-Oo-,where,1.0
1.250000,1.300000,06_Eh,where,1.0
1.450000,1.500000,11_Oo,you'll,1.0
1.530000,1.680000,20_FV,find,1.0
1.680000,1.800000,05_Ay,find,1.0
1.890000,1.930000,07_Aa,the,1.0
1.930000,2.070000,12_Ww-Oo-,world's,1.0
2.070000,2.140000,06_Eh,world's,1.0
2.440000,2.520000,05_Ay,highest,1.0
2.860000,2.960000,06_Eh,lake,1.0
