start,end,pose,word,confidence
0.210000,0.280000,05_Ay,i'm,1.0
0.280000,0.330000,22_MBP,i'm,1.0
0.360000,0.460000,07_Aa,not,1.0
0.520000,0.650000,14_ChJjSh,sure,1.0
0.650000,0.700000,11_Oo,sure,1.0
0.770000,0.830000,12_Ww-Oo-,what,1.0
0.830000,0.890000,07_Aa,what,1.0
0.980000,1.030000,11_Oo,you,1.0
1.030000,1.110000,22_MBP,mean,1.0
1.110000,1.220000,03_Ee,mean,1.0
1.270000,1.330000,22_MBP,by,1.0
1.330000,1.430000,05_Ay,by,1.0
1.430000,1.550000,22_MBP,bailies,1.0
1.550000,1.710000,06_Eh,bailies,1.0
1.810000,1.900000,03_Ee,bailies,1.0
2.740000,2.790000,07_Aa,can,1.0
2.870000,2.920000,11_Oo,you,1.0
3.060000,3.110000,06_Eh,clarify,1.0
3.230000,3.310000,20_FV,clarify,1.0
3.310000,3.550000,05_Ay,clarify,1.0
