start,end,pose,word,confidence
0.500000,1.060000,06_Eh,eritrea,1.0
0.846500,0.981500,03_Ee,eritrea,1.0
1.100000,1.200000,07_Aa,has,1.0
1.260000,1.380000,22_MBP,beautiful,1.0
1.470000,1.550000,11_Oo,beautiful,1.0
1.630000,1.710000,20_FV,beautiful,1.0
1.940000,2.040000,09_Oh,coastal,1.0
2.280000,2.390000,06_Eh,areas,1.0
2.480000,2.570000,03_Ee,areas,1.0
2.770000,2.890000,07_Aa,and,1.0
3.230000,3.300000,09_Oh,historic,1.0
3.600000,3.770000,05_Ay,sites,1.0
4.400000,4.530000,12_Ww-Oo-,want,1.0
4.530000,4.600000,07_Aa,want,1.0
4.670000,4.700000,11_Oo,to,1.0
4.860000,4.950000,05_Ay,try,1.0
4.950000,5.040000,07_Aa,a,1.0
5.150000,5.300000,07_Aa,sandwich,1.0
5.390000,5.470000,12_Ww-Oo-,sandwich,1.0
5.470000,5.670000,14_ChJjSh,sandwich,1.0
